,object_id,District,present_fldscore,historic_fldscore,physical_fldscore,present_rain,rainfall_fldscore,flood_hazard_score,exposurescore,socvul,infravul,physicalvul,copingdeficit,prodloss,infradam,socdam,damages,hist_dam,vulnerscore,resp1_inv,resp2_inv,resp3_inv,resp_all_inv,topsis_riskscore,topsis_rank,modd_vulnerscore,formula_riskscore,dist_fldhzrd,dist_expscore,dist_vulnerscore,dist_respscore,dist_risk
0,101,23,2,2,2,5,2,2.0,2,4,2,4,3.0,1,1,1,1.0,1.0,2.0,2,3,5,3,2,79,2.0,2.0,2.0,1.0,2.0,4.0,2.0
1,102,23,2,2,2,2,2,2.0,1,2,4,5,3.0,1,1,1,1.0,1.0,2.0,4,3,5,4,2,138,3.0,2.0,2.0,1.0,2.0,4.0,2.0
2,103,23,2,2,2,2,2,2.0,1,3,3,4,3.0,1,1,1,1.0,1.0,2.0,4,4,5,4,2,138,3.0,2.0,2.0,1.0,2.0,4.0,2.0
3,104,23,2,2,2,5,2,2.0,2,4,2,4,3.0,1,1,1,1.0,2.0,2.0,1,1,5,1,2,82,2.0,2.0,2.0,1.0,2.0,4.0,2.0
4,105,23,2,2,2,2,2,2.0,1,2,4,4,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,2,83,4.0,2.0,2.0,1.0,2.0,4.0,2.0
5,106,23,2,2,2,1,2,2.0,1,1,5,5,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,2,83,4.0,2.0,2.0,1.0,2.0,4.0,2.0
6,107,23,2,2,2,1,2,2.0,1,1,5,5,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,2,83,4.0,2.0,2.0,1.0,2.0,4.0,2.0
7,108,23,2,2,2,1,2,2.0,1,2,5,1,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,2,83,4.0,2.0,2.0,1.0,2.0,4.0,2.0
8,109,11,4,4,3,1,4,4.0,1,2,4,5,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,4,14,4.0,3.0,3.0,2.0,2.0,4.0,3.0
9,110,11,2,2,4,2,2,2.0,2,2,3,4,3.0,1,1,1,1.0,1.0,2.0,5,5,5,5,2,58,4.0,3.0,3.0,2.0,2.0,4.0,3.0
