Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
PKG_03 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT BASKA GOALPARA MANGALDAI MARIGAON AND NALBARI DISTRICT OF ASSAM,PKG_03 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT BASKA GOALPARA MANGALDAI MARIGAON AND NALBARI DISTRICT OF ASSAM,Please refer Tender documents. ,NA ,"2,41,32,750",Civil Works - Water Works,NA ,Tender,60.0,90.0,JORHAT BASKA GOALPARA MANGALDAI MARIGAON NALBARI,785001.0,NA ,NA ,NA ,Office of the CE PHE,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"Bid Document, cost of bid document, bid security, information about Bidder",Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,IFB_03_2016_17,2016_PHED_1079_3,Yes,Open Tender,Works,Works,2.0,No,No,Offline,No,No,No,"4,82,655",Yes,percentage,2.0%,Chief Engineer PHE Water Assam,Guwahati,22-Sep-2016 06:55 PM,21-Oct-2016 02:00 PM,22-Sep-2016 06:55 PM,20-Oct-2016 04:00 PM,NA ,NA ,22-Sep-2016 06:55 PM,20-Oct-2016 04:00 PM,09-Nov-2016 02:00 PM,"5,000",Executive Enginee PHE Store and Workshop Division,Guwahati,No,1.0,Corrigendum_01,Date,,The CE PHE Water Assam,Office of the CE PHE Hengrabari Guwahati 36,AOC,Kamal Ch Sut,Internal,,Babul Chandra Sarma,10-Jan-2017 12:27 PM,finsummary_1696.pdf (598.93 KB),Technical,Technical Opening Minutes,Babul Chandra Sarma,21-Oct-2016 05:00 PM,technical_1696.pdf,Er. H. A. Ahmed,Internal,,Sabir Ahmed,07-Nov-2016 02:25 PM,09-Nov-2016 02:00 PM,techsummary_1696.pdf (668.04 KB),1,5736,additya corporation,20-Oct-2016 03:58 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016_PHED_1079_3,IFB_03_2016_17,PKG_03 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT BASKA GOALPARA MANGALDAI MARIGAON AND NALBARI DISTRICT OF ASSAM,1.0,5773.0,Shivam transcon Pvt.Ltd,INR,20699977.0,Finance,Admitted for financial evaluation,Babul Chandra Sarma,10-Jan-2017 11:48 AM,finance_1696.pdf,BOQ Comparative Chart,10-Jan-2017,INR 20699977,90.0,Babul Chandra Sarma,10-Jan-2017 12:36 PM,PKG3_NITI_AOC.PDF (280.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PHED_Corrigendum_04,Other,,,,AOC,,,,,,,,,,,,,,,,,,,2,5710,Carbon Services India,20-Oct-2016 03:32 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,.pdf,Bidders Bid Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,5681,Hi-Tech Sweet Water Technologies Private Limited,14-Oct-2016 02:52 PM,Rejected-Technical,Technically non responsive,07-Nov-2016 02:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,5716,MONDAL PRECISION PVT. LTD.,19-Oct-2016 05:42 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,5730,ODISSI INNOVATIONS,19-Oct-2016 11:39 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,5720,SARKAR ENTERPRISE,20-Oct-2016 09:27 AM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,5773,Shivam transcon Pvt.Ltd,20-Oct-2016 03:55 PM,Accepted-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,5701,solar industries,19-Oct-2016 03:25 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,5704,Sre Senthil Engineering Company,20-Oct-2016 03:32 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,5755,SURYA INTERNATIONAL,20-Oct-2016 02:04 PM,Rejected-AOC,,10-Jan-2017 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
