S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,5735,additya corporation,20-Oct-2016 03:42 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,Er. H. A. Ahmed,Internal,,Sabir Ahmed,07-Nov-2016 02:17 PM,09-Nov-2016 02:00 PM,techsummary_1695.pdf (728.16 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2016_PHED_1079_2,IFB_03_2016_17,PKG_02 SUPPPKG_02 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT AND NAGAON DISTRICT OF ASSAM IN BARPETA AND DHUBRI DISTRICT OF ASSAM,Technical,Technical Opening Minutes,Babul Chandra Sarma,21-Oct-2016 04:59 PM,technical_1695.pdf,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,IFB_03_2016_17,2016_PHED_1079_2,Yes,Open Tender,Works,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,PKG_02 SUPPPKG_02 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT AND NAGAON DISTRICT OF ASSAM IN BARPETA AND DHUBRI DISTRICT OF ASSAM,PKG_02 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT AND NAGAON DISTRICT OF ASSAM,Please refer Tender documents. ,NA ,"3,77,73,000",Civil Works - Water Works,NA ,Tender,60.0,90.0,JORHAT AND NAGAON,785001.0,NA ,NA ,NA ,Office of the CE PHE,No ,No,1.0,Corrigendum_01,Date,,The CE PHE Water Assam,Office of the CE PHE Hengrabari Guwahati 36,1.0,Fee/PreQual/Technical,.pdf,"Bid Document, cost of bid document, bid security, information about Bidder","7,55,460",Yes,percentage,2.0%,Chief Engineer PHE Water Assam,Guwahati,22-Sep-2016 06:55 PM,21-Oct-2016 02:00 PM,22-Sep-2016 06:55 PM,20-Oct-2016 04:00 PM,NA ,NA ,22-Sep-2016 06:55 PM,20-Oct-2016 04:00 PM,09-Nov-2016 02:00 PM,"5,000",Executive Enginee PHE Store and Workshop Division,Guwahati,No,AOC
2,5750,CONFIDENT ENGINEERING INDIA PRIVATE LIMITED,20-Oct-2016 03:09 PM,Rejected-Technical,Technically non responsive,07-Nov-2016 02:17 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,2.0,PHED_Corrigendum_04,Other,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,AOC
3,5680,Hi-Tech Sweet Water Technologies Private Limited,14-Oct-2016 02:41 PM,Rejected-Technical,Technically non responsive,07-Nov-2016 02:17 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Bid Form,,,,,,,,,,,,,,,,,,,,AOC
4,5712,MONDAL PRECISION PVT. LTD.,19-Oct-2016 03:05 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5729,ODISSI INNOVATIONS,19-Oct-2016 11:18 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5718,SARKAR ENTERPRISE,20-Oct-2016 09:21 AM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5772,Shivam transcon Pvt.Ltd,20-Oct-2016 03:48 PM,Accepted-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5699,solar industries,19-Oct-2016 03:22 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5623,Sre Senthil Engineering Company,20-Oct-2016 03:44 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5754,SURYA INTERNATIONAL,20-Oct-2016 01:17 PM,Rejected-AOC,,10-Jan-2017 12:35 PM,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
