Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-523/2023,2023_HPSEB_80333_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,List of Past Supplies and PERFORMANCE CERTIFICATES,17-Oct-2023 03:00 PM,07-Dec-2023 03:00 PM,20-Oct-2023 10:00 AM,06-Dec-2023 01:00 PM,,,24-Oct-2023 10:00 AM,06-Dec-2023 01:00 PM,28-Dec-2023 02:45 PM,"32,000",No,fixed,,Nil,Nil,1.0,Corrigendum 3,Date,,1.0,ICICI BANK,"11,800",Nil,Nil,No,"SE (Design), ES, HPSEBL, Hamirpur","O/o SE (Design), ES, HPSEBL, Hamirpur (HP)",Procurement of 36 kV Isolators,"DESIGN, MANUFACTURE, ASSEMBLY, TESTING AT MANUFACTURERS WORKS  DELIVERY AT F.O.R. DESTINATION STATIONS, SUPERVISION OF ERECTION, TESTING  COMMISSIONING OF 36 kV ISOLATORS WITH AND WITHOUT EARTH SWITCHES COMPLETE IN ALL RESPECTS FOR VARIOUS SUBSTA",Please refer Tender documents.,,"32,00,000",Electrical Work/ Equipment,,Tender,240.0,120.0,Various sub-stations of HPSEBL,171004.0,"O/o SE (Design), ES, HPSEBL, Hamirpur (HP)","O/o SE (Design), ES, HPSEBL, Hamirpur (HP)",23-Oct-2023 11:00 AM,"O/o SE (Design), ES, HPSEBL, Hamirpur (HP)",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Type test report,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No Technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,GTPs and Technocommercial Schedule Annexure-TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Abstract of Financial Qualifying requirements such as turnover, bank solvancy and bid capacity etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Firm Registration certificate, GST Registration, PAN Card, ITRs and Non Blacklisting certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Power of attorney to sign tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Fee and EMD payment details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed BOQ to be uploaded in RAR format with main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
