Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PWD-BD-TA-2022-23-2816-2867,2023_PWD_74643_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form as mentioned in SBD,07-Jun-2023 02:00 PM,19-Jun-2023 11:30 AM,07-Jun-2023 02:00 PM,19-Jun-2023 11:00 AM,,,07-Jun-2023 02:00 PM,19-Jun-2023 11:00 AM,26-Jun-2023 11:00 AM,"27,000",No,fixed,,EE HPPWD Baijnath,Baijnath,1.0,DD - Demand Draft,500.0,EE HPPWD Baijnath,Baijnath,No,Xen HPPWD Division Baijnath,Xen HPPWD Division Baijnath,Restoration of  Road Damages due to laying of OFC on Paprola Uttrala Road Km 0/0 to 12/0,Providing and Fixing MS Channel and M.S. Plate at RD 0/940 to 0/955 and CC Pavement Along with drain at Km 0/900 to 0/960,Please refer Tender documents.,,"13,37,936",Civil Works - Roads,,Tender,90.0,90.0,Baijnath,176125.0,,,,HPPWD Division Baijnath,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money as mentioned in SBD,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Machinery as mentioned in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form No 7-8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD is pending in any court of law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid for work (Name of work) is correct in all res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Similar Nature work done 40 percent of the estimated cost as mentioned SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
