Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,14448-60 dated 07.12.2023,2023_PWD_82579_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,IFB,12-Dec-2023 05:00 PM,23-Dec-2023 11:30 AM,12-Dec-2023 05:05 PM,22-Dec-2023 04:00 PM,,,12-Dec-2023 05:05 PM,22-Dec-2023 04:00 PM,23-Dec-2023 06:10 PM,"19,65,500",No,fixed,,Nil,Nil,1,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"5,000",Nil,Nil,No,Executive Engineer HPPWD Division Kasauli,Executive Engineer HPPWD Division Kasauli,Improvement and Strengthening of Sukhi Johari Kanda Katal Ka Bag road Km 0/00 to 15/585,"Improvement and Strengthening of Sukhi Johari Kanda Katal Ka Bag road Km 0/00 to 15/585 (SH C/O 5/7 mtr wide road, P/L Cross drainage works, Metalling and Tarring, side drain, C/O Parapets and P/L road signages etc. In Km. 0/0 to 15/585)Under NABARD",As per tender document,,"9,82,77,169",Civil Works,,Tender,75.0,,Kasauli,173204.0,,,,Executive Engineer HPPWD Division Kasauli,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,2,Certificate Details,Registration Certificate,Registration Certificate Details,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Certificate Details,Affidavit regarding No Near Relative working in department,Affidavit regarding No Near Relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial Details,Annual Turn over certificates from CA,Annual Turn over certificates from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Financial Details,Payment Certificates,"Certificates pertaining to only eligible year for bidcapacity, no tds certificates acceptable, those for which turnover uploaded for Civil Works only",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Litigation Details,Litigation Details,Litigation Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Machinery Details,Machinery Details,Machinery Details,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Man Power Details,Details of Technical Manpower,Details of Technical Manpower,HP_TechnicalManPowerDetails.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Miscellaneous,Laboratory Equipment Details,Laboratory Equipment Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Miscellaneous,Existing Work Order Commitment,Ongoing Work Order Details with percentage of work completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Work Details,Works Completed,Works Completed Details,HP_WorksCompleted.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Work Details,Existing Commitments,Existing Commitments Details,HP_ExistingCommitments.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Work Details,Works for which Bids submitted,Works for which Bids submitted Details,HP_BidsAlreadySubmitted.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Work Details,Quantity of Work Done,Quantity of Work Done Details,HP_QuantityWorkDone.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
