Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,JSV-FPDG-CB-EA-1/5269-5314 dated 24.10.2024,2024_HPIPH_94656_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of Earnest money  of tender through online or offline mode as per NIT,25-Oct-2024 05:00 PM,08-Nov-2024 12:30 PM,25-Oct-2024 05:00 PM,08-Nov-2024 12:00 PM,25-Oct-2024 05:00 PM,08-Nov-2024 12:00 PM,25-Oct-2024 05:00 PM,08-Nov-2024 12:00 PM,22-Jan-2025 02:45 PM,"7,09,494",No,fixed,,Executive Engineer JSV Flood Prot. Division Gagret,Executive Engineer JSV Flood Prot. Division Gagret,1.0,Corrigendum-BOQ,Other,,1.0,ICICI BANK,"2,500",Executive Engineer JSV Flood Prot. Division Gagret,Executive Engineer JSV Flood Prot. Division Gagret,No,Executive Engineer JSV Flood Prot. Division Gagret,Executive Engineer JSV Flood Prot. Division Gagret,Providing Flood Protection Work to protect the agriculture land property and abadies of village Amb in Tehsil Amb District Una (HP),Providing Flood Protection Work to protect the agriculture land property and abadies of village Amb in Tehsil Amb District Una (HP),Please refer Tender documents.,,"7,09,49,401",Civil Works,,Tender,120.0,365.0,Executive Engineer JSV Flood Prot. Division Gagret,177201.0,,,,Executive Engineer JSV Flood Prot. Division Gagret,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Cost of tender documents through online or offline mode as per NIT,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration in appropriate class with JSV Department as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of  EPF number as per NIT condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"The Average Annual Financial Turnover during the last 3 years, ending 31st March of the previous fin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN   alongwith latest Income Tax Return and GST registration alongwith latest GST Return .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Value of Civil Engineering works executed during the last five years updated to the price level of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized by t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions stipulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
