Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-527/2024,2024_HPSEB_86383_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualifying requirement related documents,17-Feb-2024 06:25 PM,06-Jun-2024 03:00 PM,18-Feb-2024 09:00 AM,05-Jun-2024 01:00 PM,,,27-Feb-2024 03:00 PM,05-Jun-2024 01:00 PM,08-Aug-2024 12:05 PM,"42,409",No,fixed,,Nil,Nil,1.0,CorrigendumIV,Date,,1.0,ICICI BANK,"1,180",Nil,Nil,No,"SE (Design), ES, Hamirpur","O/o SE (Design), ES, Hamirpur","Design, Manufacture, Testing at Manufacturers works and delivery at F.O.R. destination stations of ACDBs and DCDBs for various sub stations in Himachal Pradesh against Tender Specification No. SSD 527","Design, Manufacture, Testing at Manufacturers works and delivery at F.O.R. destination stations of ACDBs and DCDBs for various sub stations in Himachal Pradesh against Tender Specification No. SSD 527",Please refer Tender documents.,,"42,40,907",Electrical Work/ Equipment,,Tender,240.0,120.0,HImachal Pradesh,177001.0,"O/o SE (Design), ES, Hamirpur","O/o SE (Design), ES, Hamirpur",26-Feb-2024 11:00 AM,"O/o SE (Design), ES, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualifying Requirement related documents,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Power of attorney, non blacklisting undertaking etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Schedule TC and other tender related schedules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender and contract forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST PAN ITRs and other documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Performance certificates and list of past supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed BOQ to be uploaded with main BOQ in RAR of ZIP File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
