Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,AMPCheliTank,2022_PWD_59162_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form and EM (Proforma of Schedules),06-Apr-2022 03:00 PM,16-Apr-2022 11:00 AM,06-Apr-2022 03:00 PM,16-Apr-2022 10:00 AM,06-Apr-2022 03:00 PM,16-Apr-2022 10:00 AM,06-Apr-2022 03:00 PM,16-Apr-2022 10:00 AM,18-Apr-2022 04:15 PM,"88,500",Yes,fixed,,Nil,Nil,1,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"2,000",Nil,Nil,Yes,EE GHU Dvin  HPPWD GHU,EE GHU Dvin  HPPWD GHU,AMPCheliTank,roadworks,Please refer Tender documents.,,"53,99,948",Civil Works,,Tender,75.0,90.0,Ghumarwin,174021.0,EE GHU Dvin  HPPWD GHU,EE GHU Dvin  HPPWD GHU,13-Apr-2022 11:00 AM,EE GHU Dvin  HPPWD GHU,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Contr Registration,,,,,,,,,,,,,,,,2,Certificate Details,Registration Certificate,Registration Certificate Details,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST No ,Pan No. and EPF No(General Rules No.21)",,,,,,,,,,,,,,,,3,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done  for last 05years and work in Hand Certi  dully signed by concerned. Autho/EE  (Gen. Rules,,,,,,,,,,,,,,,,4,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plants and Laboratory Equipment etc. (as shown in Schedule-F with reference",,,,,,,,,,,,,,,,5,Certificate Details,Income Tax Certificate,Income Tax Certificate Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Form 7, 8 dully signed by Contractor with seal (Refer schedule A to F)",,,,,,,,,,,,,,,,6,Certificate Details,Partnership Deed,Partnership Deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Financial Turnover for at least Five years dully verified/checked by the Charted-Accountant,,,,,,,,,,,,,,,,7,Certificate Details,Labour License,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Original documents  before scheduled time of opening time of  technical bids,,,,,,,,,,,,,,,,8,Certificate Details,Power of Attorney,Power of Attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,All  GCC will be applicable,,,,,,,,,,,,,,,,9,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the state in proforma of schedule BOQ,,,,,,,,,,,,,,,,10,Certificate Details,Affidavit regarding No Near Relative working in department,Affidavit regarding No Near Relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
