Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Hamirpur,NIT-13/2024-25,2025_HPSEB_97403_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.xls,"Technco-commercial schedule, QRs and Schedule",04-Jan-2025 09:00 AM,14-Jan-2025 03:00 PM,04-Jan-2025 09:05 AM,13-Jan-2025 03:00 PM,,,06-Jan-2025 09:00 AM,13-Jan-2025 03:00 PM,22-Jan-2025 01:15 PM,"91,343",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,180",Nil,Nil,No,CE OP Hamirpur,O/o CE OP Hamirpur,"Providing for SOP to the proposed lift irrigation scheme to Auhar, Sepra, Bakroa, Pleh, Peharwin, Majhasu and adjoining area under Distt. Bilaspur (H.P) in (E) section Kandrour under HPSEBL, Kandrour","Providing for SOP to the proposed lift irrigation scheme to Auhar, Sepra, Bakroa, Pleh, Peharwin, Majhasu and adjoining area under Distt. Bilaspur (H.P) in (E) section Kandrour under HPSEBL, Kandrour",Please refer Tender documents.,,"91,34,296",Electrical Works,,Tender,180.0,120.0,Bilaspur,174004.0,,,,O/o CE OP Hamirpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,List of past works of similar nature along with Awards and Performance certificate,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Annual average turnover certificate, liquid assets certificate, Bid capacity and Bank solvency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Various undertaking viz Power of attorney, Non blacklisting, No Litigation history etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN and ITRs, EPF, ESIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration certificates of the firm and Licence of contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Previous three years financial statements, Net Worth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No commercial and technical deviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other document as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
