State,District,Location,Department,Organization Chain,Title,Work Description,Bid Opening Place,Pincode,Tender Category,Product Category,Sub category,Tender Reference Number,Tender ID,Tender Value in ₹,Tender Stage,Awarded Price in ₹,Source of Funds for Tenders,Keywords
Himachal Pradesh,Una,"Haroli Consty, Una",HP Irrigation and Public Health,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP",Providing Flood Protection Work to protect the Harizan Basti in village Khad in Distt. Una (HP) (Sub Head C/O Earthen embankment including crated apron and stone pitching from RD. 5750/150 to 5750/400 on Right Bank of Khad ),Providing Flood Protection Work to protect the Harizan Basti in village Khad in Distt. Una (HP) (Sub Head C/O Earthen embankment including crated apron and stone pitching from RD. 5750/150 to 5750/400 on Right Bank of Khad ),Haroli Distt Una HP,177220,Works,Civil Works,NA,No. JSV/ Haroli/ TA/ tender/24- 4061-75 dt 01-03-24,2024_HPIPH_87641_1,"86,60,210",AOC,"41,50,110",,Flood
Himachal Pradesh,Una,Khad-dti Khad,HP Irrigation and Public Health,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP",Providing Flood Protection work to protect the Harizen Basti in village Khad-di-Khad in Distt Una HP (SH C/O Earthen embankment including crated apron and stone pitching from RD 5750/0 to 5750/1200 on left bank and from RD 5750/0 to 5750/ 150,Providing Flood Protection work to protect the Harizen Basti in village Khad-di-Khad in Distt Una HP (SH C/O Earthen embankment including crated apron and stone pitching from RD 5750/0 to 5750/1200 on left bank and from RD 5750/0 to 5750/ 150,Haroli Distt Una HP,177220,Works,Civil Works,NA ,No. JSV/ Haroli/ TA/ tender/24- 4028 -50 dt 29-02-24,2024_HPIPH_87626_1,"5,05,67,581",AOC,"2,58,60,804",,Flood
Himachal Pradesh,Mandi,Tanehar,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work / Anti Erosion measures in Srilanka Nallah in GP Tanehar Tehsil Dharampur Distt Mandi HP,"Construction of PCC retaining wall, providing wire crates work and construction of check structures at various RDs",Dharampur Bharari,175040,Works,Civil Works,NA ,18651-18700 Dated 01.03.2024,2024_HPIPH_87565_1,"89,22,541",AOC,"59,60,002",,Flood
Himachal Pradesh,Mandi,GP Bahri,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work / Anti Erosion measures in Balhra Nallah in GP Bahri Tehsil Dharampur Distt Mandi HP,"Construction of PCC retaining wall, providing wire crate work and construction of check structures at various RDs.",Dharampur Bharari,175040,Works,Civil Works,NA ,18701-50 Dated 01.03.2024,2024_HPIPH_87571_1,"88,65,794",AOC,"67,73,242",,Flood
Himachal Pradesh,Mandi,Haryan,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work / Anti Erosion measures in Haryan Nallah in Tehsil Dharampur Distt Mandi HP,"Construction of PCC retaining wall, providing wire crate work and construction of check structures at various RDs",Dharampur Bharari,175040,Works,Civil Works - Bridges,NA ,18802-51 Dated 01.03.2024,2024_HPIPH_87592_1,"1,02,55,008",AOC,"64,13,149",,Flood
Himachal Pradesh,Mandi,Bahri,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work/Anti Erosion measures in Dhardi Nallah in GP Bahri Tehsil Dharampur Distt. Mandi HP,"Construction of PCC retaining wall, providing wire crates work and construction of check structures at various RDs.).",Dharampur Bharari,175040,Works,Civil Works,NA ,18601-50 Dated 01.03.2024,2024_HPIPH_87557_1,"2,24,61,962",AOC,"1,48,30,572",,Flood
Himachal Pradesh,Mandi,Nald,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work to Nald Khad in GP Longni Tehsil Dharampur Distt. Mandi HP,"Construction of PCC retaining wall, providing wire crate work at various RDs",Dharampur Bharari,175025,Works,Civil Works,NA ,18496-18545 dated 29.02.2024,2024_HPIPH_87474_1,"1,88,84,259",AOC,"1,76,48,050",,Flood
Himachal Pradesh,Mandi,Kuhat Nallah,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Flood protection work for Kuhat Nallah in Sandhole Tehsil Sandhole Distt. Mandi RCC Channel from CSD Canteen to PWD Rest House from RD 0 to 1000 mtr,Channelisation of kuhat Nallah at Sandhole RD 0 to 806,Dharampur Bharari,176090,Works,Civil Works,NA ,18121-18170 dated 28.02.2024,2024_HPIPH_87465_1,"2,90,90,692",AOC,"21,811,395",,Flood
Himachal Pradesh,Mandi,Dharampur,HP Irrigation and Public Health,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",Providing Flood Protection Work Anti Erosion measures in Lower Tanher Nallah in GP Tanehar Tehsil Dharampur Distt. Mandi HP,"Construction of PCC retaining wall, providing wire crates work and construction of check structures at various RDs.",Jal Shakti Division Dharampur Bharari,175040,Works,Civil Works,NA ,17121-17170 dated 28.02.2024,2024_HPIPH_87452_1,"1,35,57,060",AOC,"8,553,763",,Flood
Himachal Pradesh,Solan,Nalagarh,PWD,PWD,R/O rain damages on Barotiwala baddi Sai Ramshehar road in km 0/0 to 11/500 (SH C/O wire crates in approaches of Balad bridge at RD 2/300 to restore the damage done by flash Floodss),R/O rain damages on Barotiwala baddi Sai Ramshehar road in km 0/0 to 11/500 (SH C/O wire crates in approaches of Balad bridge at RD 2/300 to restore the damage done by flash Floodss),EE Nalagarh,174101,Works,Civil Works,NA ,NIT 14483-87 dated 22-02-2024,2024_PWD_87062_1,"11,65,171",AOC,"729,747",,Flood
