Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,No. 11138-62 dated 13-02-2025,2025_PWD_100090_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Documents, EMD/Bid Security as per GRD Sr. no. 24.1, 24.2",15-Feb-2025 06:00 PM,24-Feb-2025 11:30 AM,15-Feb-2025 06:00 PM,22-Feb-2025 05:00 PM,,,15-Feb-2025 06:00 PM,22-Feb-2025 05:00 PM,20-Mar-2025 11:00 AM,"8,24,000",No,fixed,,Nil,Nil,1.0,Corrigendum,Financial Bid Opening Date Corrigendum,,1.0,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"5,000",Nil,Nil,No,Er. J.K. Gupta,SE 6th Circle HP.PWD Kullu,"Land Slide Mitigation on Kullu Manali Left bank road Near Chachoga at Km. 52/00 to 52/430 Tehsil Manali Distt. Kullu HP MDR-29-SH Metalling and Tarring PCC R/wall with RCC R/wall, wire crated R/wall, B/wall, Hume Pipe culverts, U-shape drain and Cras","Land Slide Mitigation on Kullu Manali Left bank road Near Chachoga at Km. 52/00 to 52/430 Tehsil Manali Distt. Kullu HP MDR-29-SH Metalling and Tarring PCC R/wall with RCC R/wall, wire crated R/wall, B/wall, Hume Pipe culverts, U-shape drain and Cras","Land Slide Mitigation on Kullu Manali Left bank road Near Chachoga at Km. 52/00 to 52/430 Tehsil Manali Distt. Kullu HP MDR-29-SH Metalling and Tarring PCC R/wall with RCC R/wall, wire crated R/wall, B/wall, Hume Pipe culverts, U-shape drain and Cras",,"4,11,77,091",Civil Works - Roads,,Tender,75.0,365.0,Manali,175101.0,,,,Kullu,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Scanned copy of Registration/ Enlistment with HP.PWD, GST certificate as per general Rule No.23. GRD",,,,,,,,,,,,,,,,,,,,2.0,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Scanned copy of Financial Turnover, work done and PAN, Affidavit regarding correctness, key equipmen",,,,,,,,,,,,,,,,,,,,3.0,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"and technical personals as per GRD Sr. No. 1.1A(a),(b),1.2B (a) (i)(ii)(iii), 1.2B(b) (i) (ii)",,,,,,,,,,,,,,,,,,,,4.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of work done certificate and work in hand certificate of similar nature of work as per,,,,,,,,,,,,,,,,,,,,5.0,Machinery Details,Machinery Details,Machinery Details,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,general Rule No.23. GRD 24.5,,,,,,,,,,,,,,,,,,,,6.0,Miscellaneous,Laboratory Equipment Details,Laboratory Equipment Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Scanned copy of MTandP, EPF number and form No.8 as per general Rule No.22, 22A,23.GRD Sr. No. 24.",,,,,,,,,,,,,,,,,,,,7.0,Miscellaneous,Existing Work Order Commitment,Ongoing Work Order Details with percentage of work completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other information as bidder/firm may be provide as per NIT condition No.5.,,,,,,,,,,,,,,,,,,,,8.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit orselcertificate regarding information furnished is correct as per GRD sr. No.1.2B (a) (ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form of bid as specified in Section 7/8 as per GRD Sr. No. 24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
