Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",9836-9886    dated 13.01.2025,2025_HPIPH_97978_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money and Tender Fee  Cost as per NIT,13-Jan-2025 05:30 PM,03-Feb-2025 03:30 PM,14-Jan-2025 10:00 AM,03-Feb-2025 01:00 PM,14-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,14-Jan-2025 10:00 AM,03-Feb-2025 01:00 PM,11-Feb-2025 11:00 AM,"6,63,944",No,fixed,,EE Keylong,EE Keylong,1.0,Corrigendum1,Date,,1.0,ICICI BANK,"10,000",EE Keylong,EE Keylong,No,Executive Engineer,Executive Engineer Jal Shakti Division Keylong District Lahaul and Spiti HP,Providing winter water supply scheme for habitations of Gram Panchayat Gondhla in District Lahaul  Spiti HP,"SH   Providing, laying, jointing and testing of R main MSERW   GI pipe of various diameters  HDPE pipe of various diameters for gravity main distribution system, CO Zinc Aluminum Steel Sump well and Drinking Water Storage tanks of various capacity",Please refer Tender documents.,,"5,88,94,382",Civil Works,,Tender,120.0,730.0,Keylong,175132.0,Keylong,Jal Shakti Division Keylong District Lahaul and Spiti HP Through Google  Meet,21-Jan-2025 11:30 AM,Keylong,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HP Jal Shakti Vibhag as per NIT,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN (Permanent Account No) and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking that i have carefully studied all therm conditions BOQ as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return / clearance certificate as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of EPF Employee provident  miscellaneous as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual financial turnover during the last three year as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of having financial turnover during past 7  year as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
