Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||MD BVPCL Jogindernagar||SE (E),BVPCL(E) Circle/01/2024-25,2024_HPSEB_89152_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Confirmation Receipt for the Deposit of Earnest Money Deposit (EMD) and Bid Document Fee on the H.P.,19-Jun-2024 05:00 PM,10-Jul-2024 11:30 AM,19-Jun-2024 05:30 PM,09-Jul-2024 03:30 PM,,,19-Jun-2024 05:30 PM,09-Jul-2024 03:30 PM,20-Jul-2024 11:30 AM,"13,555",No,fixed,,Nil,Nil,1.0,corrigendum,Date,,1.0,ICICI BANK,560.0,Nil,Nil,No,Dy.Chief Engineer,"Electrical Circle, Uhl Stage-III HEP BVPCL,Joginder Nagar Distt.Mandi H.P.175015",Supply and Erection of New Street light at Challah,"Supply and Erection   New Street Light along with Penstock from Valve House to Power House, Repair and Replacement of Existing Street Light from Power House to Entrance Road of Colony an 132 KV S.Yard of the (100 MW) Uhl Stage-III HEP,BVPCL Chullah","As specified in 3a Volume-I, Section-III PQR",,"13,55,521",Electrical Works,,Tender,180.0,60.0,Uhl stage-III HEP Chullah,175015.0,,,,Electrical Circle Uhl Stage-IIIBVPCLJoginder Nagar,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST No. and  Pan No.,,,,,,,,,,,,,,,,2.0,corrigendum,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of ITR for the last three financial years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned Annual financial turn over during the last three year duly certified by C.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of valid A-Class license issued from Chief Electrical Inspector of Himachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Documents specified in 3a Volume-I, Section-III PQR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Non black listing certificate and acceptance of  term  and conditions of biddocuments on stamp paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as mentioned in the bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Volume-II Section-II Bid form (Bid Envelope),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
