Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,No PW SRJ TA  2020-21 17305-07 dated 04.01.2021,2022_PWD_55725_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (General rule No. 26.1,15-Jan-2022 03:00 PM,21-Jan-2022 11:00 AM,15-Jan-2022 03:30 PM,21-Jan-2022 09:00 AM,,,15-Jan-2022 03:30 PM,21-Jan-2022 09:00 AM,31-Jan-2022 10:05 AM,"28,000",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,1.0,DD - Demand Draft,500.0,EE Seraj at janjehli,Seraj at janjehli,No,EE Janjehli,Executive Engineer Seraj Division HP PWD Janjehli,C/o Link road from Kashimblidhar to Bara Bunad Junger road  Km 0/000 to 4/000 SH F/C 5/7 mtr 5/7 mtr width in Km 2/765 to 3/105,C/o Link road from Kashimblidhar to Bara Bunad Junger road  Km 0/000 to 4/000 SH F/C 5/7 mtr 5/7 mtr width in Km 2/765 to 3/105,Please refer Tender documents.,,"14,49,991",Civil Works,,Tender,90.0,60.0,Janjehali,175047.0,,,,EE Janjehli,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (General rule No. 26.2,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractor registration (General rule No. 26.3,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST registration (General rule No. 26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(General rule 26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant (General rule 26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund and Miscellaneous Provision Act 1952 (General rule 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Report of Charted Accountant (General rule No.28.2 a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Minimum work done condition (General rule No. 28.2 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,HP PWD Form 8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
