Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,No.PW.SRJ/TA/Pub/2019-20- 21115-17dated 03.03.2020,2020_PWD_36693_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (General rule No. 26.1),21-Apr-2020 12:00 PM,06-May-2020 11:00 AM,21-Apr-2020 12:30 PM,06-May-2020 09:00 AM,,,21-Apr-2020 12:30 PM,06-May-2020 09:00 AM,14-May-2020 11:55 AM,"1,33,300",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,1.0,DD - Demand Draft,"5,000",EE Seraj at janjehli,Seraj at janjehli,No,EE Janjehli,Executive Engineer Seraj Division HP PWD Janjehli,Construction of Science block Additional Accommodation Govt Sen Sec School Bara  in Tehsil Chachyot    Distt Mandi SH C/o Building portion site development WSSI Septic tank soak pit  harvesting system,Construction of Science block Additional Accommodation Govt Sen Sec School Bara  in Tehsil Chachyot    Distt Mandi SH C/o Building portion site development WSSI Septic tank soak pit  harvesting system,Please refer Tender documents.,,"1,15,72,069",Civil Works,,Tender,120.0,540.0,Janjehali,175047.0,,,,EE Janjehli,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (General rule No. 26.2),,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractor registration (General rule No. 26.3),,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST registration (General rule No. 26.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(General rule 26.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant (General rule 26.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund and Miscellaneous Provision Act 1952 (General rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Report of Charted Accountant (General rule No.28.2 a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Minimum work done condition (General rule No. 28.2 b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
