Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Boundary Wall at Howly Seri Farm for the year of 2018-19 under Assam Silk Outreach Mission for Augmentation of Muga Raw Silk under SOPD-ODS,Construction of Boundary Wall at Howly Seri Farm for the year of 2018-19 under Assam Silk Outreach Mission for Augmentation of Muga Raw Silk under SOPD-ODS,Please refer Tender documents. ,NA ,"57,20,000",Civil Works - Building,NA ,Tender,180.0,180.0,"Howly, Barpeta",781022.0,Assam Silk Outreach Mission Society Khanapara Ghy ,Assam Silk Outreach Mission Society Khanapara Ghy-22 ,19-Nov-2018 02:00 PM ,Assam Silk Outreach Mission Society Khanapara Ghy,No ,No,1.0,DD - Demand Draft,03-Nov-2018 10:00 AM,07-Dec-2018 02:30 PM,03-Nov-2018 10:00 AM,26-Nov-2018 02:00 PM,NA ,NA ,03-Nov-2018 02:00 PM,26-Nov-2018 02:00 PM,10-Jan-2019 02:55 PM,"1,14,400",Yes,percentage,2.0%,"Mission Director , Assam Silk Outreach Mission Soc",Guwahati,Department of Handloom Textile and Sericulture||Assam Silk Outreach Mission Society,ASOM/Engg-209/2018-19/116 dated.11th Nov.2018,2018_DHTS_9252_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Document and EMD,"3,000","Mission Director , Assam Silk Outreach Mission Soc",Guwahati,No,Mission Director,Assam Silk Outreach Mission Society Khanapara Ghy-22,AOC,Department of Handloom Textile and Sericulture||Assam Silk Outreach Mission Society,2018_DHTS_9252_4,ASOM/Engg-209/2018-19/116 dated.11th Nov.2018,Construction of Boundary Wall at Howly Seri Farm for the year of 2018-19 under Assam Silk Outreach Mission for Augmentation of Muga Raw Silk under SOPD-ODS,1,47199,Chabin Das,25-Nov-2018 10:16 PM,Rejected-AOC,Contract not Awarded,11-Mar-2019 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,AOC,,,,,2,47297,DHIRAJ GOGOI,26-Nov-2018 01:36 PM,Rejected-AOC,Contract not Awarded,11-Mar-2019 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,AOC,,,,,3,47366,IBRAHIM ALI KHANDAKAR,26-Nov-2018 01:47 PM,Rejected-Technical,Technically Not qualified,10-Jan-2019 02:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,AOC,,,,,4,47190,Jiban Gogoi,25-Nov-2018 09:47 PM,Rejected-AOC,Contract not Awarded,11-Mar-2019 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,47134,Madhu Das,25-Nov-2018 05:56 PM,Rejected-Technical,Technically Not qualified,10-Jan-2019 02:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,45227,M/s Adhikary Enterprise,14-Nov-2018 03:47 PM,Rejected-Technical,Technically Not qualified,10-Jan-2019 02:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,46870,M/s NEW SUNLIGHT TRADERS,24-Nov-2018 03:37 PM,Rejected-AOC,Contract not Awarded,11-Mar-2019 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,47325,Sri Debadib das,26-Nov-2018 12:36 PM,Rejected-Technical,Technically Not qualified,10-Jan-2019 02:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,46769,SRI INDRANUJ KASHYAP,23-Nov-2018 05:49 PM,Accepted-AOC,Contract Awarded,11-Mar-2019 12:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,47382,UTPAL KUMAR DAS,26-Nov-2018 01:56 PM,Rejected-AOC,Contract not Awarded,11-Mar-2019 12:38 PM,AOC
