Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Periodical maintenance of link road to Bhadrol Bridge to Dagahan via Gaggal Kholi road under Rural Road (VR0130),Providing and laying 25mm thick bitumen concrete with paver finishe in Km. 3/000 to 4/000),Please refer Tender documents. ,NA ,"6,22,863",Civil Works - Roads,NA ,Tender,120.0,90.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,EE Palampur,HPPWD Division Palampur,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,"12,500",No,fixed,,EE Palampur,EE Palampur,PWD,23319-359,2019_PWD_26389_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,31-Jan-2019 11:00 AM,07-Feb-2019 11:30 AM,31-Jan-2019 11:05 AM,07-Feb-2019 11:00 AM,NA ,NA ,31-Jan-2019 11:10 AM,07-Feb-2019 11:00 AM,28-Feb-2019 04:40 PM,350.0,EE Palampur,EE Palampur,No,AOC,EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Vijay Kumar Verma,28-Feb-2019 04:36 PM,28-Feb-2019 04:40 PM,techsummary_37407.pdf (1168.37 KB),PWD,2019_PWD_26389_5,23319-359,Periodical maintenance of link road to Bhadrol Bridge to Dagahan via Gaggal Kholi road under Rural Road (VR0130),29-Aug-2019,"INR 622,863",90.0,Manish Sehgal,29-Aug-2019 03:53 PM,File.PDF (1520.00 KB),AOC,EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Manish Sehgal,29-Aug-2019 03:51 PM,finsummary_37407.pdf (629.98 KB),1.0,110797.0,M/s Kamla Enterprises,05-Feb-2019 12:41 PM,Accepted-AOC,L1,29-Aug-2019 03:53 PM,Technical,summary,Vijay Kumar Verma,28-Feb-2019 04:34 PM,technical_37407.pdf,Finance,SUMMARY,Manish Sehgal,29-Aug-2019 03:48 PM,finance_37407.pdf,BOQ Comparative Chart,1.0,110797.0,M/s Kamla Enterprises,INR,"858,813",AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110892.0,Sanjeev,05-Feb-2019 02:51 PM,Rejected-Finance,L2,29-Aug-2019 03:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
