Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Summary,Manish Sehgal,29-Aug-2019 04:33 PM,finance_37443.pdf,BOQ Comparative Chart,1.0,110842.0,M/s Kamla Enterprises,INR,"885,238",Technical,Summary,Vijay Kumar Verma,01-Mar-2019 10:36 AM,technical_37443.pdf,1.0,110842.0,M/s Kamla Enterprises,05-Feb-2019 12:57 PM,Accepted-AOC,L1,29-Aug-2019 04:39 PM,EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Manish Sehgal,29-Aug-2019 04:36 PM,finsummary_37443.pdf (671.76 KB),29-Aug-2019,"INR 642,028",90.0,Manish Sehgal,29-Aug-2019 04:39 PM,File.PDF (1600.00 KB),AOC,PWD,2019_PWD_26389_9,23319-359,Periodical maintenance of Jharet Jagain to Behl under Rural Road (VR0098),EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Vijay Kumar Verma,01-Mar-2019 10:38 AM,01-Mar-2019 11:00 AM,techsummary_37443.pdf (1192.83 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,31-Jan-2019 12:35 PM,07-Feb-2019 11:30 AM,31-Jan-2019 12:40 PM,07-Feb-2019 11:00 AM,NA ,NA ,31-Jan-2019 12:45 PM,07-Feb-2019 11:00 AM,01-Mar-2019 11:00 AM,350.0,EE Palampur,EE Palampur,No,"12,900",No,fixed,,EE Palampur,EE Palampur,1.0,DD - Demand Draft,EE Palampur,HPPWD Division Palampur,Periodical maintenance of Jharet Jagain to Behl under Rural Road (VR0098),Providing and laying 25mm thick Bitumen Concrete with paver finisher in Km. 0/000 to 1/000),Please refer Tender documents. ,NA ,"6,42,028",Civil Works - Roads,NA ,Tender,120.0,90.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,PWD,23319-359,2019_PWD_26389_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2.0,110882.0,Sanjeev,05-Feb-2019 02:37 PM,Rejected-Finance,L2,29-Aug-2019 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
