S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,Annual repair and maintenance of DSS Kandi road Km 3/000 to 14/400 in Distt. Kangra (H.P.)(SH Providing and laying Interlocking concrete block pavement and C/O U-shape drain both sides at RD 8/600 to 8/820),Annual repair and maintenance of DSS Kandi road Km 3/000 to 14/400 in Distt. Kangra (H.P.)(SH Providing and laying Interlocking concrete block pavement and C/O U-shape drain both sides at RD 8/600 to 8/820),Please refer Tender documents. ,NA ,"11,47,983",Civil Works - Roads,NA ,Tender,120.0,180.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,"23,000",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,500.0,EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,06-Jul-2019 05:00 PM,23-Jul-2019 11:30 AM,06-Jul-2019 05:00 PM,22-Jul-2019 05:00 PM,NA ,NA ,06-Jul-2019 05:00 PM,22-Jul-2019 05:00 PM,05-Aug-2019 01:10 PM,PWD,PWD CIVIL-3064-93-TANDA,2019_PWD_29915_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,125550.0,Ajay Kumar,22-Jul-2019 01:32 PM,Rejected-AOC,l3,19-Aug-2019 02:04 PM,Technical,Sum,Suresh Kumar Walia,05-Aug-2019 12:59 PM,technical_43244.pdf,1.0,125551.0,RAJESH KUMAR,INR,"1,251,855",Finance,Sum,Suresh Kumar Walia,13-Aug-2019 02:30 PM,finance_43244.pdf,BOQ Comparative Chart,PWD,2019_PWD_29915_6,PWD CIVIL-3064-93-TANDA,Annual repair and maintenance of DSS Kandi road Km 3/000 to 14/400 in Distt. Kangra (H.P.)(SH Providing and laying Interlocking concrete block pavement and C/O U-shape drain both sides at RD 8/600 to 8/820),Dr Suresh Kumar Walia,Internal,Er Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,05-Aug-2019 01:03 PM,05-Aug-2019 01:10 PM,techsummary_43244.pdf (784.51 KB),Dr Suresh Kumar Walia,Internal,Er Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,13-Aug-2019 02:34 PM,finsummary_43244.pdf (784.51 KB),16-Aug-2019,"INR 1,251,855",180.0,Suresh Kumar Walia,19-Aug-2019 02:04 PM,Award.pdf.pdf (320.00 KB),Award,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,124711.0,Alpna Sharma,16-Jul-2019 04:46 PM,Rejected-AOC,L9,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,125592.0,AMIT KUMAR SHARMA,22-Jul-2019 04:18 PM,Rejected-AOC,L7,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,125447.0,ARUN MANKOTIA,21-Jul-2019 03:17 PM,Rejected-AOC,L8,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,125525.0,Kapil Sharma,22-Jul-2019 04:15 PM,Rejected-AOC,l5,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,125358.0,Nil,20-Jul-2019 05:19 PM,Rejected-AOC,l4,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,125551.0,RAJESH KUMAR,22-Jul-2019 01:32 PM,Accepted-AOC,l1,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,124879.0,Renu Malhi,17-Jul-2019 06:20 PM,Rejected-AOC,l6,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9.0,125127.0,TEK CHAND BHARMORIA,22-Jul-2019 10:42 AM,Rejected-AOC,l2,19-Aug-2019 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
