S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,124561.0,Naresh Con.,INR,"672,014",Finance,Bid opening summary,Raj Kumar Verma,25-Jul-2019 04:49 PM,finance_43210.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Ajay Kumar Soni,16-Jul-2019 12:12 PM,technical_43210.pdf,1.0,124555.0,Jibachh Goswami,15-Jul-2019 03:23 PM,Rejected-AOC,L2,26-Aug-2019 11:34 AM,21-Aug-2019,"INR 593,087",30.0,Ajay Kumar Soni,26-Aug-2019 11:34 AM,29910-4.pdf (376.00 KB),AOC,ER. A.K.Soni,Internal,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Raj Kumar Verma,25-Jul-2019 04:51 PM,finsummary_43210.pdf (302.80 KB),ER. A.K.Soni,Internal,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Ajay Kumar Soni,23-Jul-2019 01:30 PM,23-Jul-2019 03:00 PM,techsummary_43210.pdf (228.25 KB),PWD,2019_PWD_29910_4,SD-III-CB-Tender/2019-20-4547 dated 18-06-2019,"Furnishing of Minister House Forest Lodge building (SH- Supplying and Furnishing carpet, curtain and PVC flooring etc.)",AOC,PWD,SD-III-CB-Tender/2019-20-4547 dated 18-06-2019,2019_PWD_29910_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3),05-Jul-2019 05:00 PM,16-Jul-2019 11:00 AM,05-Jul-2019 05:00 PM,15-Jul-2019 05:00 PM,NA ,NA ,05-Jul-2019 05:00 PM,15-Jul-2019 05:00 PM,23-Jul-2019 03:00 PM,"11,870",No,fixed,,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,350.0,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,No,"Furnishing of Minister House Forest Lodge building (SH- Supplying and Furnishing carpet, curtain and PVC flooring etc.)","Furnishing of Minister House Forest Lodge building (SH- Supplying and Furnishing carpet, curtain and PVC flooring etc.)",As per Bidding Documents ,NA ,"5,93,087",Civil Works,NA ,Tender,120.0,60.0,Chotta Shimla,171002.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,AOC
,,,,,,,,,,,,,,,,2.0,124561.0,Naresh Con.,15-Jul-2019 03:58 PM,Accepted-AOC,L1,26-Aug-2019 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money as per schedule F (6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Sales tax registration as per General Rule No 21 (in H.P.) Copy of Tin No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
