Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
04-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,04-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,04-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,27-Jul-2019 10:30 AM,500.0,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,Yes,PWD,PWD CIVIL-3034-63-TANDA,2019_PWD_29891_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,"Special repair to Guest House in Dr. R.P. Govt. Medical College at Tanda in Distt. Kangra (H.P.) (DEPOSIT WORK).(SH Dismantling of G.I. sheet roofing, providing and fixing prepainted steel trusses, painting and patches etc)","Special repair to Guest House in Dr. R.P. Govt. Medical College at Tanda in Distt. Kangra (H.P.) (DEPOSIT WORK).(SH Dismantling of G.I. sheet roofing, providing and fixing prepainted steel trusses, painting and patches etc)",Please refer Tender documents. ,NA ,"22,19,569",Civil Works,NA ,Tender,120.0,180.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"44,400",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,1.0,DD - Demand Draft,AOC,Finance,Sum,Suresh Kumar Walia,29-Jul-2019 04:54 PM,finance_43181.pdf,BOQ Comparative Chart,1.0,124441.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,INR,"2,211,783.9",1.0,125027.0,AJAY KUMAR GOVT. CONTRATOR,18-Jul-2019 12:25 PM,Rejected-Technical,Not fulfill criteria,26-Jul-2019 05:02 PM,Technical,Sum,Suresh Kumar Walia,26-Jul-2019 04:59 PM,technical_43181.pdf,Dr Suresh Kumar Walia,Internal,Tech,Suresh Kumar Walia,26-Jul-2019 05:02 PM,27-Jul-2019 10:30 AM,techsummary_43181.pdf (724.47 KB),PWD,2019_PWD_29891_2,PWD CIVIL-3034-63-TANDA,"Special repair to Guest House in Dr. R.P. Govt. Medical College at Tanda in Distt. Kangra (H.P.) (DEPOSIT WORK).(SH Dismantling of G.I. sheet roofing, providing and fixing prepainted steel trusses, painting and patches etc)",30-Aug-2019,"INR 2,211,784",180.0,Suresh Kumar Walia,30-Aug-2019 04:21 PM,Award.pdf.pdf (403.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Ravi Bushan AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,29-Jul-2019 04:59 PM,finsummary_43181.pdf (201.42 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,124750.0,ARIT SOOD,16-Jul-2019 10:22 PM,Rejected-AOC,L3,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,AOC,,,,,,,,,,,,3.0,124807.0,Ashwani,18-Jul-2019 12:13 PM,Rejected-AOC,L8,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,AOC,,,,,,,,,,,,4.0,125050.0,Kapil Sharma,18-Jul-2019 01:50 PM,Rejected-AOC,L2,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,AOC,,,,,,,,,,,,5.0,124852.0,Meenu Malhi,17-Jul-2019 05:03 PM,Rejected-AOC,L7,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,AOC,,,,,,,,,,,,6.0,124236.0,Megh Chand Rana,11-Jul-2019 06:25 PM,Rejected-AOC,L9,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,AOC,,,,,,,,,,,,7.0,124882.0,Neeraj,17-Jul-2019 06:54 PM,Rejected-AOC,L5,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,AOC,,,,,,,,,,,,8.0,124951.0,PARDEEP KUMAR,18-Jul-2019 07:41 AM,Rejected-AOC,L6,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,AOC,,,,,,,,,,,,9.0,124630.0,Puneet Khosla,18-Jul-2019 09:08 AM,Rejected-AOC,L4,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,AOC,,,,,,,,,,,,10.0,124441.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,17-Jul-2019 11:47 AM,Accepted-AOC,L1,30-Aug-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
