Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
350.0,EE Hamirpur,EE Hamirpur,No,A/R and M/O Type- I Quarters No. 1 to 20 in Pooled Colony at Hamirpur,"SH Repair of toilets and Painting, Distempering tile flooring in quarter No.1,2,5,6,9,10,13,14,17,18",Please refer Tender documents. ,NA ,"9,73,182",Civil Works - Buildings,NA ,Tender,60.0,30.0,Pooled Colony,177002.0,NA ,NA ,NA ,Hamirpur,No ,No,"19,500",No,fixed,,EE Hamirpur,EE Hamirpur,16-Jan-2019 06:00 PM,24-Jan-2019 11:30 AM,16-Jan-2019 06:00 PM,24-Jan-2019 10:30 AM,NA ,NA ,16-Jan-2019 06:00 PM,24-Jan-2019 10:30 AM,05-Feb-2019 11:00 AM,PWD,A/R and M/O Type- I Pooled Colony at Hamirpur,2019_PWD_25981_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,DD - Demand Draft,AOC,EEHamirpur,Internal,SupdtSrDAOHDMAEtoEE,Vivek Sharma,03-Feb-2019 01:42 PM,05-Feb-2019 11:00 AM,techsummary_36554.pdf (2894.97 KB),PWD,2019_PWD_25981_1,A/R and M/O Type- I Pooled Colony at Hamirpur,A/R and M/O Type- I Quarters No. 1 to 20 in Pooled Colony at Hamirpur,19-Aug-2019,"INR 1,428,922",30.0,Vivek Sharma,19-Aug-2019 03:24 PM,1Suresh.pdf (3319.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,14-Apr-2019 07:28 AM,finsummary_36554.pdf (279.17 KB),1.0,108975.0,saurab katoch,23-Jan-2019 09:18 PM,Rejected-AOC,l2,19-Aug-2019 03:24 PM,Technical,Attached,Vivek Sharma,02-Feb-2019 09:33 PM,technical_36554.pdf,1.0,108951.0,SURESH THAKUR GOV CONT,INR,"1,607,462",Finance,Attached,Dev Raj,14-Apr-2019 06:45 AM,None,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,108951.0,SURESH THAKUR GOV CONT,23-Jan-2019 08:58 PM,Accepted-AOC,l1,19-Aug-2019 03:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,108953.0,SURINDER KUMAR,23-Jan-2019 09:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:33 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109041.0,vinod kumar,23-Jan-2019 12:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:33 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,109165.0,Yash Paul,24-Jan-2019 07:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:33 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
