Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"23,700",No,fixed,,EE Hamirpur,EE Hamirpur,Construction of Widening and Metalling of Link road on Patlander Ree road from Jeehar to Chakriana Deenga Da Gran Patter Tilla km 0/0 to 2/500,SH Removal of formation deficiency and C/o retaining walls at various RDs and Soling,Please refer Tender documents. ,NA ,"11,81,285",Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,HAmirpur,No ,No,1.0,DD - Demand Draft,PWD,C/O W and M of Link road on Patlander Ree Jeehar,2019_PWD_28688_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Hamirpur,EE Hamirpur,No,10-Apr-2019 06:00 PM,16-Apr-2019 11:30 AM,10-Apr-2019 06:00 PM,16-Apr-2019 10:30 AM,NA ,NA ,10-Apr-2019 06:00 PM,16-Apr-2019 10:30 AM,04-May-2019 03:45 PM,AOC,PWD,2019_PWD_28688_1,C/O W and M of Link road on Patlander Ree Jeehar,Construction of Widening and Metalling of Link road on Patlander Ree road from Jeehar to Chakriana Deenga Da Gran Patter Tilla km 0/0 to 2/500,EEHamirpur,Internal,SupdtHDMSr.DAOAEtoEE,Vivek Sharma,03-May-2019 07:16 PM,04-May-2019 03:45 PM,techsummary_41319.pdf (1680.26 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,27-May-2019 10:04 AM,finsummary_41319.pdf (726.66 KB),19-Aug-2019,"INR 1,584,429",90.0,Vivek Sharma,19-Aug-2019 01:40 PM,VinayAwardletter.pdf (1536.00 KB),Award,Finance,Attached,Vivek Sharma,25-May-2019 04:31 PM,finance_41319.pdf,BOQ Comparative Chart,1.0,120542.0,VINAY KUMAR,INR,"1,631,084",1.0,120557.0,ANITA KUMARI,15-Apr-2019 12:43 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,Technical,Attached,Vivek Sharma,20-Apr-2019 06:46 PM,technical_41319.pdf,AOC
,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,120605.0,Karan Rana,15-Apr-2019 08:54 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,,,,,,AOC
,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,120563.0,MANOHAR LAL GOVT CONTRACTOR,15-Apr-2019 01:19 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,120558.0,MOHINDER PAL GOVT. CONTRACTOR,15-Apr-2019 12:42 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,,,,,,AOC
,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,120595.0,subhash chand,15-Apr-2019 08:08 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,,,,,,AOC
,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,120609.0,VIKAS KHAJURIA GOVT CONT,15-Apr-2019 09:21 PM,Rejected-Technical,Rejected,03-May-2019 07:16 PM,,,,,,AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,120542.0,VINAY KUMAR,13-Apr-2019 10:13 PM,Accepted-AOC,l1,19-Aug-2019 01:40 PM,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,120560.0,VINOD KUMAR,15-Apr-2019 01:10 PM,Rejected-AOC,l2,19-Aug-2019 01:40 PM,,,,,,AOC
,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
