EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"30,700",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD CIVIL-3034-63-TANDA,2019_PWD_29891_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,500.0,EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,"Special repair to Existing Building Principal office Room at Dr. RPGMC Tanda in Distt. Kangra (H.P.).(SH Providing and fixing aluminium partition, paint, wall tile, floor tile, glass panes and wall care putty etc.)","Special repair to Existing Building Principal office Room at Dr. RPGMC Tanda in Distt. Kangra (H.P.).(SH Providing and fixing aluminium partition, paint, wall tile, floor tile, glass panes and wall care putty etc.)",Please refer Tender documents. ,NA ,"15,45,772",Civil Works,NA ,Tender,120.0,180.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,04-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,04-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,04-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,26-Jul-2019 04:40 PM,AOC,Finance,Sum,Suresh Kumar Walia,29-Jul-2019 04:10 PM,finance_43176.pdf,BOQ Comparative Chart,1.0,124431.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,INR,"1,300,042",1.0,124751.0,ARIT SOOD,16-Jul-2019 10:30 PM,Rejected-AOC,L2,30-Aug-2019 03:26 PM,Technical,sum,Suresh Kumar Walia,26-Jul-2019 04:29 PM,technical_43176.pdf,PWD,2019_PWD_29891_1,PWD CIVIL-3034-63-TANDA,"Special repair to Existing Building Principal office Room at Dr. RPGMC Tanda in Distt. Kangra (H.P.).(SH Providing and fixing aluminium partition, paint, wall tile, floor tile, glass panes and wall care putty etc.)",Dr Suresh Kumar Walia,Internal,Er Ravi Bhushan AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,26-Jul-2019 04:32 PM,26-Jul-2019 04:40 PM,techsummary_43176.pdf (649.81 KB),Dr Suresh Kumar Walia,Internal,Er Ravi Bushan AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,29-Jul-2019 04:14 PM,finsummary_43176.pdf (649.81 KB),30-Aug-2019,"INR 1,300,042",180.0,Suresh Kumar Walia,30-Aug-2019 03:26 PM,Award.pdf.pdf (383.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,AOC,,,,,,,,,,,,2.0,125060.0,Kapil Sharma,18-Jul-2019 02:27 PM,Rejected-AOC,L6,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,AOC,,,,,,,,,,,,3.0,124953.0,PARDEEP KUMAR,18-Jul-2019 12:18 AM,Rejected-AOC,L5,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,AOC,,,,,,,,,,,,4.0,125032.0,Parveen Kumar,18-Jul-2019 04:09 PM,Rejected-AOC,L3,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,AOC,,,,,,,,,,,,5.0,124870.0,Renu Malhi,17-Jul-2019 06:00 PM,Rejected-AOC,L4,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,AOC,,,,,,,,,,,,6.0,124431.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,14-Jul-2019 08:35 PM,Accepted-AOC,L1,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,AOC,,,,,,,,,,,,7.0,125071.0,Vikas Choudhary govt Cont,18-Jul-2019 02:45 PM,Rejected-AOC,L7,30-Aug-2019 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
