Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of road from Shambhu Mahadev to Malehtu Dhiman Basti Km 0/00 to 1/525 under NABARD RIDF XXIV,C/O Passing Places R/Walls CD work Providing and Laying GSB WBM II WBM III Tarring work Drain and Parapets,Please refer Tender documents. ,NA ,"44,11,280",Civil Works - Roads,NA ,Tender,120.0,270.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Date Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,EE Palampur,HPPWD Division Palampur,"74,000",No,fixed,,EE Palampur,EE Palampur,27-Dec-2018 01:45 PM,07-Jan-2019 11:30 AM,27-Dec-2018 01:50 PM,07-Jan-2019 11:00 AM,NA ,NA ,27-Dec-2018 02:00 PM,07-Jan-2019 11:00 AM,23-Jan-2019 03:00 PM,1.0,DD - Demand Draft,"2,000",EE Palampur,EE Palampur,No,PWD,20605-34,2018_PWD_25604_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,Summary,Manish Sehgal,30-Aug-2019 11:38 AM,finance_35852.pdf,BOQ Comparative Chart,1.0,106875.0,Saurabh Vashishath,INR,"4,327,060",1.0,106680.0,deepak kumar,04-Jan-2019 06:13 PM,Rejected-Technical,Non-Responsive,23-Jan-2019 02:51 PM,Technical,Summary,Vijay Kumar Verma,23-Jan-2019 02:42 PM,technical_35852.pdf,PWD,2018_PWD_25604_1,20605-34,Construction of road from Shambhu Mahadev to Malehtu Dhiman Basti Km 0/00 to 1/525 under NABARD RIDF XXIV,EE Manish Sehgal,Internal,"Er Anoop Sood AE Bhawarna, Er DS Thakur AE to EE, Sh. Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Vijay Kumar Verma,23-Jan-2019 02:51 PM,23-Jan-2019 03:00 PM,techsummary_35852.pdf (808.43 KB),EE Manish Sehgal,Internal,"Er Anoop Sood AE Dheera, Er DS Thakur AE to EE, Sh Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Manish Sehgal,30-Aug-2019 11:43 AM,finsummary_35852.pdf (616.69 KB),30-Aug-2019,"INR 4,411,280",270.0,Manish Sehgal,30-Aug-2019 11:46 AM,File.PDF (1549.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,106922.0,GANTANTAR THAKUR,07-Jan-2019 10:15 AM,Rejected-Finance,L3,30-Aug-2019 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,106168.0,RAJEEV KUMAR ANAND,01-Jan-2019 06:39 PM,Rejected-Finance,L5,30-Aug-2019 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,106884.0,Raj Kumar Govt. Contractor,05-Jan-2019 05:45 PM,Rejected-Finance,L2,30-Aug-2019 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,106875.0,Saurabh Vashishath,05-Jan-2019 05:35 PM,Accepted-AOC,L1,30-Aug-2019 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,106902.0,SHIVENDRA RESOURCES BUILDERS,05-Jan-2019 07:20 PM,Rejected-Finance,L4,30-Aug-2019 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
