Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
06-Jul-2019 05:00 PM,23-Jul-2019 11:30 AM,06-Jul-2019 05:00 PM,22-Jul-2019 05:00 PM,NA ,NA ,06-Jul-2019 05:00 PM,22-Jul-2019 05:00 PM,01-Aug-2019 02:00 PM,350.0,EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,"14,200",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,PWD,PWD CIVIL-3064-93-TANDA,2019_PWD_29915_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Construction of link road from Kaisthwari to old chungi to Gas Godown Km 0/000 to 0/750 in Distt. Kangra (H.P.),"Improvement of road width by providing cement concrete pavement at RD 0/538 to 0/638 and 1.00 mtr. Span culvert at RD 0/041, 0/206, 0/387, 0/468 and 0/661",Please refer Tender documents. ,NA ,"7,10,000",Civil Works - Roads,NA ,Tender,120.0,180.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,AOC,1.0,125594.0,AMIT KUMAR SHARMA,22-Jul-2019 04:23 PM,Rejected-AOC,L3,27-Aug-2019 04:10 PM,Technical,Sum,Suresh Kumar Walia,01-Aug-2019 12:30 PM,technical_43248.pdf,Finance,Sum,Suresh Kumar Walia,02-Aug-2019 11:33 AM,finance_43248.pdf,BOQ Comparative Chart,1.0,125294.0,girish kumar civil cont,INR,"712,129.3",PWD,2019_PWD_29915_7,PWD CIVIL-3064-93-TANDA,Construction of link road from Kaisthwari to old chungi to Gas Godown Km 0/000 to 0/750 in Distt. Kangra (H.P.),Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,01-Aug-2019 12:32 PM,01-Aug-2019 02:00 PM,techsummary_43248.pdf (658.74 KB),Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,02-Aug-2019 11:37 AM,finsummary_43248.pdf (658.74 KB),23-Aug-2019,"INR 712,129",180.0,Suresh Kumar Walia,27-Aug-2019 04:10 PM,Award.pdf.pdf (383.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC,2.0,125321.0,Gaurav Sharma,20-Jul-2019 01:28 PM,Rejected-AOC,L2,27-Aug-2019 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,125294.0,girish kumar civil cont,20-Jul-2019 01:22 PM,Accepted-AOC,L1,27-Aug-2019 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
