Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Technical,Summary,Anil Kumar Sharma,23-Aug-2019 03:59 PM,technical_44095.pdf,1,128297,DINESH KUMAR GUPTA,18-Aug-2019 05:12 PM,Rejected-Technical,Non responsive,23-Aug-2019 04:14 PM,1.0,128589.0,Rahul Chuhan,INR,"2,526,562",Finance,Summary,Anil Kumar Sharma,31-Aug-2019 01:57 PM,finance_44095.pdf,BOQ Comparative Chart,Er Anil Sharma EE,Internal,TA Supttd DHD DAO AE Dhaulakuan,Anil Kumar Sharma,31-Aug-2019 02:06 PM,finsummary_44095.pdf (103.87 KB),31-Aug-2019,"INR 2,526,562",90.0,Anil Kumar Sharma,31-Aug-2019 02:14 PM,RAHULDRAIN.pdf (775.00 KB),award,PWD,2019_PWD_30614_1,NITNO. 2536-76 dated 27.07.2019,Ordinary repair to NH 907A Nahan DO Sarka Sarahan Kumarhatti road km 0/0 to 78/0 (SH Construction of Hume pipe culverts at RD 0/560 and 1/105 and 3/885 and 4/165 and one No. Slab culvert at RD 4/065 along with wing walls),Er Anil Sharma,Internal,TA Supttd DHD DAO AE Dhaulakuan,Anil Kumar Sharma,23-Aug-2019 04:14 PM,23-Aug-2019 04:15 PM,techsummary_44095.pdf (2532.07 KB),AOC,Ordinary repair to NH 907A Nahan DO Sarka Sarahan Kumarhatti road km 0/0 to 78/0 (SH Construction of Hume pipe culverts at RD 0/560 and 1/105 and 3/885 and 4/165 and one No. Slab culvert at RD 4/065 along with wing walls),Ordinary repair to NH 907A Nahan DO Sarka Sarahan Kumarhatti road km 0/0 to 78/0 (SH Construction of Hume pipe culverts at RD 0/560 and 1/105 and 3/885 and 4/165 and one No. Slab culvert at RD 4/065 along with wing walls),refer tender document ,NA ,"38,55,259",Civil Works - Roads,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Nahan,No ,No,"1,500",EE NH Division Nahan,Nahan,No,Executive Engineer NH Division HPPWD Nahan,Executive Engineer NH Division HPPWD Nahan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,1.0,DD - Demand Draft,01-Aug-2019 04:00 PM,22-Aug-2019 11:00 AM,01-Aug-2019 04:30 PM,21-Aug-2019 05:00 PM,NA ,NA ,01-Aug-2019 04:30 PM,21-Aug-2019 05:00 PM,23-Aug-2019 04:15 PM,PWD,NITNO. 2536-76 dated 27.07.2019,2019_PWD_30614_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"77,200",No,fixed,,EE NH Division Nahan,Nahan,1.0,Corrigendum,Other,,AOC
,,,,,2,128518,GAURAV SHARMA,20-Aug-2019 01:58 PM,Rejected-AOC,8th lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,128581,kuldeep singh,20-Aug-2019 11:12 PM,Rejected-AOC,6th lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,128624,M/s BHAWAN SINGH,21-Aug-2019 02:08 PM,Rejected-AOC,2nd lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,128559,M/S SARVJEET SINGH,21-Aug-2019 03:08 PM,Rejected-AOC,4th lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools, Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,128606,M/S SURENDER NEGI,21-Aug-2019 12:21 PM,Rejected-Technical,Non responsive,23-Aug-2019 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,128617,Nikhil,21-Aug-2019 01:47 PM,Rejected-Technical,Non responsive,23-Aug-2019 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,128478,Pratap Singh,20-Aug-2019 09:02 AM,Rejected-AOC,5th lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information bidder likes to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,128589,Rahul Chuhan,21-Aug-2019 07:43 AM,Accepted-AOC,1st lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done of similar work not less than Forty Percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,128625,Rajender Sharma,21-Aug-2019 02:25 PM,Rejected-AOC,3rd lowest,31-Aug-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license and EPF allotment numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
