Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,SD-III-CB-Tender/2019-20-4547 dated 18-06-2019,2019_PWD_29910_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,DD - Demand Draft,"24,270",No,fixed,,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3),Special repair to Govt. Degree College Sanjauli Shimla. (SH- Repair of water proofing treatment of Basket Ball Court etc.),Special repair to Govt. Degree College Sanjauli Shimla. (SH- Repair of water proofing treatment of Basket Ball Court etc.),As per Bidding Documents ,NA ,"12,13,396",Civil Works,NA ,Tender,120.0,60.0,"Sanjauli, Shimla",171001.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,05-Jul-2019 05:00 PM,16-Jul-2019 11:00 AM,05-Jul-2019 05:00 PM,15-Jul-2019 05:00 PM,NA ,NA ,05-Jul-2019 05:00 PM,15-Jul-2019 05:00 PM,23-Jul-2019 03:00 PM,500.0,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,No,AOC,1.0,124347.0,RAKESH,INR,"1,199,134",Finance,Bid opening summary,Raj Kumar Verma,25-Jul-2019 04:48 PM,finance_43206.pdf,BOQ Comparative Chart,1.0,124553.0,KUSHAL SHANKAR,15-Jul-2019 04:19 PM,Rejected-AOC,L2,26-Aug-2019 11:24 AM,Technical,Bid opening summary,Ajay Kumar Soni,16-Jul-2019 12:19 PM,technical_43206.pdf,PWD,2019_PWD_29910_1,SD-III-CB-Tender/2019-20-4547 dated 18-06-2019,Special repair to Govt. Degree College Sanjauli Shimla. (SH- Repair of water proofing treatment of Basket Ball Court etc.),ER. A.K.Soni,Internal,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Ajay Kumar Soni,23-Jul-2019 01:27 PM,23-Jul-2019 03:00 PM,techsummary_43206.pdf (230.31 KB),ER. A.K.Soni,Internal,Sh.G.R.Thakur Sh.R.L.Sharma. Sh.R.S.Thakur.,Raj Kumar Verma,25-Jul-2019 04:50 PM,finsummary_43206.pdf (311.04 KB),21-Aug-2019,"INR 1,213,396",30.0,Ajay Kumar Soni,26-Aug-2019 11:24 AM,29910-1.pdf (371.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Earnest Money as per schedule F (6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,124347.0,RAKESH,13-Jul-2019 01:42 PM,Accepted-AOC,L1,26-Aug-2019 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,124547.0,ROCKEYCHAUHAN,15-Jul-2019 03:55 PM,Rejected-AOC,L3,26-Aug-2019 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales tax registration as per General Rule No 21 (in H.P.) Copy of Tin No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
