Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000","Executive Engineer, HP.PWD., Division, Kangra",Kangra,No,PWD,23928-77 dated 19-01-2019,2019_PWD_26362_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,06,500",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra",Kangra,31-Jan-2019 10:00 AM,15-Feb-2019 11:30 AM,31-Jan-2019 10:00 AM,15-Feb-2019 11:00 AM,NA ,NA ,31-Jan-2019 10:00 AM,15-Feb-2019 11:00 AM,27-Feb-2019 01:35 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,1.0,DD - Demand Draft,C/O 3 Nos 10.00 mtr clear span RCC slab Bridge Over Kent Nallah on Charri Ghera road at RD 3/072 under NABARD RIDF-XXIV in Distt. Kangra (HP),SH- C/O 3 Nos. 10.00 mtr. span RCC slab Bridge,Please refer Tender documents. ,NA ,"73,98,090",Civil Works - Bridges,NA ,Tender,120.0,365.0,Items,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",AOC,1.0,112712.0,DILWAG SINGH GOVT. COT.,14-Feb-2019 11:08 AM,Rejected-Technical,Non-Responsive,27-Feb-2019 01:32 PM,Technical,Opened,Subhash Chander,27-Feb-2019 01:28 PM,technical_37260.pdf,Finance,Opened,Subhash Chander,26-Aug-2019 01:15 PM,finance_37260.pdf,BOQ Comparative Chart,1.0,112635.0,Sandeep Govt Contractor,INR,"10,845,491",PWD,2019_PWD_26362_2,23928-77 dated 19-01-2019,C/O 3 Nos 10.00 mtr clear span RCC slab Bridge Over Kent Nallah on Charri Ghera road at RD 3/072 under NABARD RIDF-XXIV in Distt. Kangra (HP),Er. Sanjiv Mahajan,Internal,Er. Subhash Chaner A.E. Sh. S.K. Dayal Sr. DAO Sh. Beldev Ram Pathania Supdt. Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Subhash Chander,27-Feb-2019 01:32 PM,27-Feb-2019 01:35 PM,techsummary_37260.pdf (124.90 KB),Er. Sanjiv Mahajan,Internal,Er. Subhash Chaner A.E. Sh. S.K. Dayal Sr. DAO Sh. Beldev Ram Pathania Supdt. Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Subhash Chander,26-Aug-2019 01:17 PM,finsummary_37260.pdf (49.02 KB),26-Aug-2019,"INR 7,398,090",365.0,Subhash Chander,26-Aug-2019 01:20 PM,Award.pdf (237.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,AOC,2.0,112614.0,PARDEEP KUMAR,15-Feb-2019 09:43 AM,Rejected-Finance,Rate quoted higher side of L1,26-Aug-2019 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,112635.0,Sandeep Govt Contractor,13-Feb-2019 10:12 PM,Accepted-AOC,Award,26-Aug-2019 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,112590.0,SANJEEV KUMAR GOVT CONTRACTOR,13-Feb-2019 06:37 PM,Rejected-Finance,Rate quoted higher side of L1,26-Aug-2019 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
