Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","12,600",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,22-Jul-2019 10:00 AM,27-Jul-2019 12:00 PM,22-Jul-2019 10:30 AM,27-Jul-2019 11:00 AM,NA ,NA ,22-Jul-2019 10:30 AM,27-Jul-2019 11:00 AM,05-Aug-2019 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,PWD,Job 5 C.o link road from house of Champa Devi to I,2019_PWD_30333_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Job 5 C.o link road from house of Champa Devi to Ispur road km.0-0 to 1-265 Sub Head C.o cement concrete pavement and drain between 1-065 to 1-200 Under SCCP,Job 5 C.o link road from house of Champa Devi to Ispur road km.0-0 to 1-265 Sub Head C.o cement concrete pavement and drain between 1-065 to 1-200 Under SCCP,Please refer to Bidding Documents ,NA ,"6,26,520",Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,AOC,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,03-Aug-2019 04:58 PM,05-Aug-2019 10:00 AM,techsummary_43699.pdf (843.83 KB),PWD,2019_PWD_30333_1,Job 5 C.o link road from house of Champa Devi to I,Job 5 C.o link road from house of Champa Devi to Ispur road km.0-0 to 1-265 Sub Head C.o cement concrete pavement and drain between 1-065 to 1-200 Under SCCP,19-Aug-2019,"INR 626,520",90.0,Bhupinder Singh,22-Aug-2019 02:51 PM,Awardletter.PDF (1437.00 KB),Awardletter,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,05-Aug-2019 07:27 PM,finsummary_43699.pdf (616.56 KB),1.0,125622.0,DT Enterprises,26-Jul-2019 02:40 PM,Accepted-AOC,ok,22-Aug-2019 02:51 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,03-Aug-2019 04:30 PM,technical_43699.pdf,Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,05-Aug-2019 07:20 PM,finance_43699.pdf,BOQ Comparative Chart,1.0,125622.0,DT Enterprises,INR,"679,204",AOC
,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,125625.0,Kapil Rana,24-Jul-2019 01:55 PM,Rejected-AOC,ok,22-Aug-2019 02:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,126045.0,Ram Sahore Govt Contractor,27-Jul-2019 09:35 AM,Rejected-Technical,As per technical Evaluation Proceeding,03-Aug-2019 04:58 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,126038.0,Rohit Kumar,26-Jul-2019 03:34 PM,Rejected-Technical,As per technical Evaluation proceeding,03-Aug-2019 04:58 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
