S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,202673.0,M/s Kamala Enterprises,INR,"62,150,513",Finance,Bid opening summary,Manish Sehgal,13-Aug-2021 04:01 PM,finance_67629.pdf,BOQ Comparative Chart,Technical,Sum,Suresh Kumar Walia,19-Apr-2021 02:48 PM,technical_67629.pdf,1.0,202673.0,M/s Kamala Enterprises,16-Mar-2021 08:05 AM,Accepted-AOC,Bid Rank-L1,13-Aug-2021 04:06 PM,13-Aug-2021,"INR 62,150,513",545.0,Manish Sehgal,13-Aug-2021 04:06 PM,AOC.pdf (623.00 KB),AOC,"Shri I.S. Uttam SE, 5th Circle",Internal,Saroj Rana Supdt G-II R. K.Chauhan CHD Suraj Parkash Sr DAO Manish Sehgal EE A.K.Kohli (AE(D) for EE(D),Manish Sehgal,13-Aug-2021 04:03 PM,finsummary_67629.pdf (473.83 KB),Er I S Uttam,Internal,Er Mast Ram Rana Sanjay HDM Sr DAO Suraj Parkash Supdt Saroj,Suresh Kumar Walia,19-Apr-2021 02:50 PM,22-Apr-2021 11:00 AM,techsummary_67629.pdf (198.92 KB),PWD,2021_PWD_45026_1,Rud Panyali to Kohlru Ghamoon Galuhi Nabard,Construction of link Road from Rud Panyali to Kohlru Ghamoon Galuhi Kaluna Km 0/0 to 9/330 in Distt. Kangra (HP) (Under NABARD RIDF-XXVI),AOC,PWD,Rud Panyali to Kohlru Ghamoon Galuhi Nabard,2021_PWD_45026_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,"13,00,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,08-Mar-2021 10:00 AM,16-Mar-2021 03:00 PM,08-Mar-2021 10:05 AM,16-Mar-2021 11:30 AM,NA ,NA ,08-Mar-2021 10:30 AM,16-Mar-2021 11:30 AM,22-Apr-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,Construction of link Road from Rud Panyali to Kohlru Ghamoon Galuhi Kaluna Km 0/0 to 9/330 in Distt. Kangra (HP) (Under NABARD RIDF-XXVI),"Formation cutting, passing places, R/walls, C.D. work, GSB, WBM-II, WBM-III, Tarring work, side drain and parapets",Please refer Tender documents. ,NA ,"6,49,65,320",Civil Works - Roads,NA ,Tender,75.0,545.0,Bhawarna,176083.0,NA ,NA ,NA ,"O/o SE, 5th Circle Palampur",No ,No,AOC
,,,,,,,,,,,,,,,,2.0,203169.0,Navneet Thakur,15-Mar-2021 03:27 PM,Rejected-AOC,Bid Rank-L2,13-Aug-2021 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Cost of Tender form as per section 1 Point no.3.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Validity as per Section-2 Cl-15.1,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Regisration as per Q.1 Section 3 (1.1),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.3.1), (1.3.3)",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.4), (1.5)",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.2), (1.7)",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.6), (1.),(1.9),(1.10)",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 2 Cl (4.2.g),(4.2.h)",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of PAN,GST,EPF Regn",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder would like to provide.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II of the Bid as per Section-6 a/w item rates offered by the Employer for Routine maintenance i,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
