Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"3,700",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,1.0,ICICI BANK,HP SIDC Limited,Job No.8,2020_SIDC_37576_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,27-May-2020 12:30 PM,12-Jun-2020 11:00 AM,27-May-2020 12:30 PM,11-Jun-2020 05:00 PM,NA ,NA ,27-May-2020 12:30 PM,11-Jun-2020 05:00 PM,01-Jul-2020 11:00 AM,"55,500",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,"C/o Sub-Divisional Veterinary Hospital at Nadaun, Distt. Hamirpur (HP).","C/o Sub-Divisional Veterinary Hospital at Nadaun, Distt. Hamirpur (HP).",Please refer Tender documents. ,NA ,"32,00,777",Civil Works - Buildings,NA ,Tender,120.0,240.0,Nadaun (Hamirpur),177033.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,Executive Engineer,HPSIDC Ltd. Shimla,1.0,Fee/PreQual/Technical,.pdf,Contractor registration (as per tender conditions),AOC,1.0,160749.0,Sanjay Kumar,INR,"3,557,823",27-Jul-2020,"INR 3,557,823",240.0,Sushant Singh Negi,05-Aug-2021 10:35 AM,sanjaykumar.pdf (2239.00 KB),HP SIDC Limited,2020_SIDC_37576_1,Job No.8,"C/o Sub-Divisional Veterinary Hospital at Nadaun, Distt. Hamirpur (HP).",SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,07-Jul-2020 01:44 PM,finsummary_55370.pdf (519.56 KB),Finance,Financial summary,Sushant Singh Negi,07-Jul-2020 01:41 PM,finance_55370.pdf,BOQ Comparative Chart,1.0,162069.0,ANUP DUBEY GOVT. CONTRATOR,10-Jun-2020 04:28 PM,Rejected-Technical,Fresh registration and tender limit upto 30.00 lakh in the first instance.,30-Jun-2020 04:44 PM,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,30-Jun-2020 04:44 PM,01-Jul-2020 11:00 AM,techsummary_55370.pdf (795.10 KB),Technical,opening summary,Sushant Singh Negi,18-Jun-2020 12:27 PM,technical_55370.pdf,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,162175.0,PAWAN KUMAR RANA,11-Jun-2020 04:23 PM,Rejected-Finance,Fourth lowest bidder,07-Jul-2020 01:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,161882.0,Rahul Verma Govt. Contractor,11-Jun-2020 04:03 PM,Rejected-Finance,Second lowest bidder,07-Jul-2020 01:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than two works in hand each of Rs. 100.00 lacs or above.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,160749.0,Sanjay Kumar,11-Jun-2020 12:31 PM,Accepted-AOC,AOC,05-Aug-2021 10:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,162056.0,Saravjeet,10-Jun-2020 04:04 PM,Rejected-Technical,The similar type of work done in last five years has not submitted as per condition of tender.,30-Jun-2020 04:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,162162.0,SUNIL KUMAR CONT,11-Jun-2020 02:57 PM,Rejected-Finance,Third lowest bidder,07-Jul-2020 01:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,162145.0,Vijay Kumar Soni,11-Jun-2020 12:46 PM,Rejected-Technical,Inappropriate Contractor Class,30-Jun-2020 04:44 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender condition),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
