Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,Periodical Maintenance of Thanaklan Tiar road via Gehra Kothi road,P/L 30mm thick Bituminous Concrete in km. 1/000 to 2/000,Please refer Tender documents. ,NA ,"8,45,967",Civil Works - Others,NA ,Tender,120.0,60.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,PWD,No.BGN/2020-21-2229-48 dated 10.06.2021Job9,2021_PWD_48589_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Online mode),"17,000",Yes,fixed,,Nil,Nil,17-Jun-2021 11:00 AM,29-Jun-2021 11:00 AM,17-Jun-2021 11:30 AM,28-Jun-2021 06:00 PM,NA ,NA ,17-Jun-2021 11:30 AM,28-Jun-2021 06:00 PM,19-Jul-2021 10:30 AM,AOC,1.0,219798.0,Maynak Sharma,28-Jun-2021 01:49 PM,Rejected-AOC,Higher side,10-Aug-2021 12:39 PM,Technical,Tech bid opened,SHASHI PAL,17-Jul-2021 04:26 PM,technical_72860.pdf,1.0,219862.0,Satish Kumar,INR,"961,837",Finance,Fin bid opened,SHASHI PAL,23-Jul-2021 12:19 PM,finance_72860.pdf,BOQ Comparative Chart,Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,17-Jul-2021 04:27 PM,19-Jul-2021 10:30 AM,techsummary_72860.pdf (411.67 KB),PWD,2021_PWD_48589_1,No.BGN/2020-21-2229-48 dated 10.06.2021Job9,Periodical Maintenance of Thanaklan Tiar road via Gehra Kothi road,09-Aug-2021,"INR 961,837",60.0,SHASHI PAL,10-Aug-2021 12:39 PM,AOCJob9.pdf (521.00 KB),Work Awarded,Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,23-Jul-2021 12:23 PM,finsummary_72860.pdf (378.51 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Earnest Money (Online mode),,,,,,,,,,,,,,,,AOC,2.0,219862.0,Satish Kumar,28-Jun-2021 03:35 PM,Accepted-AOC,Lowest,10-Aug-2021 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed by the Contractor,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
