Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
17-Aug-2021,"INR 14,381,315",60.0,Anil Kumar,17-Aug-2021 05:44 PM,AOC.pdf (358.00 KB),AOC,Technical,Bid Summary,Mahesh Kumar,17-Oct-2019 03:38 PM,technical_36137.pdf,Finance,Bid summary,Mahesh Kumar,21-Oct-2019 05:35 PM,finance_36137.pdf,BOQ Comparative Chart,1,115733,ALAN ELECTRONIC SYSTEMS PVT LTD,27-Feb-2019 10:18 AM,Accepted-AOC,L-1,17-Aug-2021 05:44 PM,Principal,Internal,Joint Director HOD Surgery ACF Section Officer,Mahesh Kumar,17-Oct-2019 03:52 PM,17-Oct-2019 03:55 PM,techsummary_36137.pdf (2580.07 KB),Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,2019_DMEHP_25806_1,SLBSGMCH/SURGERY(11)/2018-19,E-Tender of Surgery Department,1.0,109811.0,SISCO LATEX PVT LTD,INR,"9,850,949",Principal,Internal,Joint Director HOD Surgery ACF Section Officer,Anil Kumar,17-Aug-2021 05:20 PM,finsummary_36137.pdf (1925.83 KB),1.0,Corrigendum Revocation Tender,M/s Vaishali Enterprises was disqualified by mistake for Electro surgical Diathermy Unit with Accessories in technical evaluation,11-Oct-2019 05:49 PM,surgeryCorr.pdf ,263.68,Financial Opening,AOC,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD, Other Document as mentioned in Tender Document",1.0,Extended the Date,Date,,"2,000",Principal SLBSGMCH Mandi at Nerchowk,Nerchowk,Yes,1.0,DD - Demand Draft,Principal,SLBS Govt Medical College Mandi at Nerchowk,08-Jan-2019 12:00 PM,27-Feb-2019 03:00 PM,08-Jan-2019 12:00 PM,27-Feb-2019 02:00 PM,08-Jan-2019 01:00 PM ,15-Jan-2019 03:00 PM ,15-Jan-2019 03:00 PM,27-Feb-2019 02:00 PM,17-Oct-2019 03:55 PM,E-Tender of Surgery Department,Machinery and equipment,Please refer Tender documents. ,NA ,"3,00,00,000",Machineries,NA ,Tender,180.0,60.0,SLBS Govt Medical College Mandi at Nerchowk,175008.0,Conference Hall ,SLBS Govt Medical College Mandi at Nerchowk ,15-Jan-2019 11:00 AM ,Conference Hall,No ,No,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,SLBSGMCH/SURGERY(11)/2018-19,2019_DMEHP_25806_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"1,00,000",Yes,fixed,,Principal SLBSGMCH mandi at nerchowk,Nerchowk,AOC
,,,,,,,,,,,,,,,,,,2,115673,Biosciences Pharma,26-Feb-2019 08:44 PM,Rejected-Finance,L-2,17-Aug-2021 05:20 PM,,,,,,,,,,,,2.0,115144.0,Skanray Technologies Private Limited,INR,"2,418,858",,,,,,,2.0,Tender Revocation,M/s Vaishali Enterprises was disqualified by mistake for Electro Surgical Diathermy Unit with Accessories,11-Oct-2019 05:55 PM,surgeryCorr.pdf ,263.68,Technical Opening,AOC,2.0,Finance,.xls,BOQ,2.0,Amendments in Technical Specifications,Technical Bid,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,109964,Chamunda Scientific and Medical Co,27-Feb-2019 12:43 PM,Rejected-Finance,L-3,17-Aug-2021 05:20 PM,,,,,,,,,,,,3.0,115733.0,ALAN ELECTRONIC SYSTEMS PVT LTD,INR,"2,111,535",,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,115153,DI Telecommunications Pvt. ltd.,26-Feb-2019 06:11 PM,Rejected-Technical,Qualified but item not approved due to less than three bidders participation,17-Oct-2019 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,115642,GANPATI MEDICAL STORE,27-Feb-2019 11:51 AM,Rejected-Finance,Rejected due to firm not attend the negotiation Meeting,17-Aug-2021 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,109848,Hospimedica International Ltd,26-Feb-2019 05:56 PM,Rejected-Technical,Qualified but item not approved due to less than three bidders participation,17-Oct-2019 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,115990,India Medtronic Pvt. Ltd.,27-Feb-2019 11:19 AM,Rejected-Finance,L-3,17-Aug-2021 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,115826,J K SURGICAL OF INDIA,26-Feb-2019 08:09 PM,Rejected-Finance,L-2,17-Aug-2021 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,116016,LIFE CARE,27-Feb-2019 11:56 AM,Not Admitted-Finance,Price Bid not complied,21-Oct-2019 05:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,113591,Link Medical Systems,26-Feb-2019 06:19 AM,Rejected-Finance,L-4,17-Aug-2021 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
