Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,Providing FHTC of various GWSS in GP Parara Tehsil Dadahu Distt. Sirmour HP,"C/O main storage tank 40000, 15000, 10000 and 5000 ltrs cap. 5 No intake chamber) under JJM",Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,30-Jun-2021 03:00 PM,07-Jul-2021 11:30 AM,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,NA ,NA ,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,17-Jul-2021 05:20 PM,1.0,ICICI BANK,"16,450",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 3970-4029 dt 28/06/21,2021_HPIPH_49221_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,AOC,Er Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,27-Aug-2021 04:52 PM,finsummary_73739.pdf (659.85 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_49221_3,NHN-SMR00-722- 3970-4029 dt 28/06/21,Providing FHTC of various GWSS in GP Parara Tehsil Dadahu Distt. Sirmour HP,1.0,221740.0,Hunar Singh,INR,"624,977",27-Aug-2021,"INR 821,059",90.0,Ashish Rana,27-Aug-2021 04:54 PM,AOC.pdf (660.00 KB),Award to Contrator,Finance,Financial Bid Opening Summary,Ashish Rana,17-Jul-2021 06:16 PM,finance_73739.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Ashish Rana,17-Jul-2021 05:15 PM,technical_73739.pdf,Er. Ashsh Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,17-Jul-2021 05:17 PM,17-Jul-2021 05:20 PM,techsummary_73739.pdf (105.49 KB),1.0,221740.0,Hunar Singh,06-Jul-2021 07:56 PM,Accepted-AOC,AOC,27-Aug-2021 04:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221742.0,PREM SINGH,06-Jul-2021 08:22 PM,Rejected-Finance,Reject,27-Aug-2021 04:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV Vibhag as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,221756.0,Vijay Pal Singh,06-Jul-2021 10:41 PM,Rejected-Finance,Reject,27-Aug-2021 04:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. and GST No as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking joint venture is not allowed as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
