Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
05-Aug-2021,"INR 1,848.32",730.0,Anju Bala,05-Aug-2021 02:28 PM,RC.pdf (181.00 KB),"Consolidated Rate Contract Amount approved for 30 items. For Details, Rate Contract is attached.",Technical,Bid Opening Summary,Deepak Saini,15-Jan-2021 04:44 PM,technical_64005.pdf,Finance,Financial Bid Opening Summary,Anju Bala,05-Aug-2021 12:49 PM,finance_64005.pdf,BOQ Comparative Chart,1,195524,Aculife Healthcare Pvt. Ltd.,14-Jan-2021 10:43 AM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,MD WOOLFED,Internal,,Vijay Thakur,27-May-2021 03:33 PM,28-May-2021 12:00 PM,techsummary_64005.pdf (3115.45 KB),Wool Fedration,2020_HPWF0_43228_1,TENDER No. HPWF/07/VM/SML/2020,Supply of Veterinary Medicines,1.0,191926.0,BRILLIANT BIO PHARMA PRIVATE LIMITED,INR,138.88,MD Woolfed,Internal,,Anju Bala,05-Aug-2021 01:57 PM,finsummary_64005.pdf (995.03 KB),AOC,1.0,Amendment in BOQ,Other,,Managing Director,"THE H.P. STATE COOPERATIVE WOOL PROCUREMENT AND MARKETING FEDERATION LTD., BLOCK NO. 23, SDA COMPLEX, KASUMPTI, SHIMLA -171009 HP",1.0,DD - Demand Draft,"10,000",Managing Director,Shimla,No,15-Dec-2020 03:00 PM,15-Jan-2021 02:00 PM,15-Dec-2020 03:00 PM,15-Jan-2021 10:00 AM,NA ,NA ,15-Dec-2020 03:00 PM,15-Jan-2021 10:00 AM,28-May-2021 12:00 PM,Wool Fedration,TENDER No. HPWF/07/VM/SML/2020,2020_HPWF0_43228_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all the documents as mentioned in the Annexure 5 of the Tender document,"50,000",No,fixed,,Managing Director,Shimla,Supply of Veterinary Medicines,"Supply of Allopathic General Veterinary Medicines, Veterinary Feed Supplements, Chemicals, Cotton, Bandages and Ayurvedic Veterinary Medicines",Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Rate Contract,730.0,730.0,Shimla,171009.0,NA ,NA ,NA ,Shimla,No ,No,AOC
,,,,,,,,,,,,,,,,,,2,195638,aims international,14-Jan-2021 10:03 PM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,,,,,,,,,,,,2.0,192701.0,Vetoquinol India animal Health Pvt ltd,INR,154.56,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,195112,Alivira Animal Health Ltd,13-Jan-2021 04:24 PM,Rejected-Finance,Rejected By SLPC,05-Aug-2021 01:57 PM,,,,,,,,,,,,3.0,192704.0,kumaun herbs,INR,169.12,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,194361,Amar Pharmaceuticals and Labs I Pvt Ltd,14-Jan-2021 02:12 PM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,,,,,,,,,,,,4.0,194887.0,The Himalaya Drug Company,INR,22.05,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,195539,Arora Pharmaceuticals Private Limited,13-Jan-2021 05:35 PM,Rejected-Finance,Rejected By SLPC,05-Aug-2021 01:57 PM,,,,,,,,,,,,5.0,195114.0,Ayurvet Limited,INR,14.9,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,195637,AROSOL PHARMACEUTICALS PVT. LTD.,14-Jan-2021 09:24 PM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,,,,,,,,,,,,6.0,195177.0,KARNANI PHARMACEUTICALS PVT LTD,INR,169.52,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,195114,Ayurvet Limited,14-Jan-2021 07:14 AM,Accepted-AOC,Awarded,05-Aug-2021 02:29 PM,,,,,,,,,,,,7.0,195296.0,HINDUSTAN THERAPEUTICS PVT LTD,INR,30.24,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,195613,Brihans Laboratories Pvt Ltd,14-Jan-2021 05:42 PM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,,,,,,,,,,,,8.0,195419.0,M/S MANKIND PHARMA LIMITED,INR,128.8,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,191926,BRILLIANT BIO PHARMA PRIVATE LIMITED,13-Jan-2021 02:36 PM,Accepted-AOC,Awarded,05-Aug-2021 02:29 PM,,,,,,,,,,,,9.0,195437.0,Lucid HealthCare Pvt. Ltd.,INR,81.76,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,195642,DANISH LAB,14-Jan-2021 10:36 PM,Rejected-Technical,Technically Disqualified,27-May-2021 03:33 PM,,,,,,,,,,,,10.0,195463.0,SUNVET PHARMA PVT LTD,INR,85.12,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
