Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-KMS-AB-NIT/2021-2996-97 dt 09.07.2021,2021_PWD_49882_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of UTR number of payment made against cost of tender form.,"1,500",Nil,Nil,No,15-Jul-2021 05:00 PM,26-Jul-2021 11:00 AM,15-Jul-2021 05:30 PM,24-Jul-2021 06:00 PM,NA ,NA ,15-Jul-2021 05:30 PM,24-Jul-2021 06:00 PM,27-Jul-2021 04:00 PM,Executive Engineer,Kumarsain Division HPPWD Kumarsain,"84,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,A/S on Oddi Kingal road Km0/000 to 21/405 SH Renewal Coat 30mm thick Bituminous Concrete in Km 7/000 to 11/000 PMGSY,A/S on Oddi Kingal road Km0/000 to 21/405 SH Renewal Coat 30mm thick Bituminous Concrete in Km 7/000 to 11/000 PMGSY,Please refer Tender documents. ,NA ,"51,72,776",Civil Works - Roads,NA ,Tender,90.0,60.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,AOC,1.0,225106.0,parveen,INR,"5,431,141",Finance,Summary of technical Bid Evaluation,Manoj Kumar Sehgal,27-Jul-2021 04:40 PM,finance_74632.pdf,BOQ Comparative Chart,1.0,225099.0,Naveen Verma,24-Jul-2021 12:00 PM,Rejected-Finance,reject due to 2nd lowest,28-Aug-2021 12:11 PM,Technical,Bid Opening Summary,Manoj Kumar Sehgal,26-Jul-2021 12:20 PM,technical_74632.pdf,PWD,2021_PWD_49882_1,PW-KMS-AB-NIT/2021-2996-97 dt 09.07.2021,A/S on Oddi Kingal road Km0/000 to 21/405 SH Renewal Coat 30mm thick Bituminous Concrete in Km 7/000 to 11/000 PMGSY,Er. Manoj Sehgal,Internal,"XEN,Supdt. Gr-II, HDM",Manoj Kumar Sehgal,27-Jul-2021 03:36 PM,27-Jul-2021 04:00 PM,techsummary_74632.pdf (511.11 KB),Er. Manoj Sehgal,Internal,"XEN,Supdt. Gr-II, HDM",Manoj Kumar Sehgal,28-Aug-2021 12:11 PM,finsummary_74632.pdf (522.72 KB),28-Aug-2021,"INR 5,431,141.15",60.0,Manoj Kumar Sehgal,28-Aug-2021 12:21 PM,Oddi.pdf (367.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of UTR number of payment made against earnest money.,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,225106.0,parveen,24-Jul-2021 11:30 AM,Accepted-AOC,awarded to contractor,28-Aug-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work in hand Certificate (Gen Rule No 19, Min Amt Work done shown in Schedule F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for Last Five Years alongwith balance sheet (Refer Schedule D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
