S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Corrigendum,Other,,350.0,Nil,Nil,Yes,1.0,ICICI BANK,"16,000",Yes,fixed,,Nil,Nil,Executive Engineer,"Theog Division, H.P.P.W.D., Theog",PWD,PW.THD.CB-Tender/2021-1729-41,2021_PWD_49326_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of onlinne receipt/UTR No. of EMD and cost of tender form,01-Jul-2021 06:00 PM,09-Jul-2021 11:00 AM,01-Jul-2021 06:00 PM,08-Jul-2021 05:00 PM,NA ,NA ,01-Jul-2021 06:00 PM,08-Jul-2021 05:00 PM,20-Jul-2021 03:30 PM,Construction of Kufri Chair road km 0.00 to 8.00,"Form cutting in km RD 6.600 to 7.180, and Construction of Retaining wall at RD 6/570 to 6.600 and Construction of Breast wall at RD 6.550 to 6.565",As per SBD ,NA ,"7,86,049",Civil Works - Roads,NA ,Tender,90.0,90.0,Theog Tehsil Theog,171201.0,NA ,NA ,NA ,Theog Division,No ,No,AOC,1.0,222092.0,BITTU RATHOR,INR,"1,083,059",Finance,Financial summary,Vijay Kumar Chauhan,23-Jul-2021 04:01 PM,finance_73874.pdf,BOQ Comparative Chart,1.0,221690.0,Ashok Kumar,08-Jul-2021 01:16 PM,Rejected-Finance,Higher Bid,18-Aug-2021 10:33 AM,Technical,Bid Opening Summary,Vijay Kumar Chauhan,13-Jul-2021 04:57 PM,technical_73874.pdf,PWD,2021_PWD_49326_2,PW.THD.CB-Tender/2021-1729-41,Construction of Kufri Chair road km 0.00 to 8.00,Vijay Kumar Chauhan,Internal,"Deepak Sharma, Sr.DAO, L.R. Shandil, HDM, Leela Verma, Sr. Asstt.",Vijay Kumar Chauhan,20-Jul-2021 02:53 PM,20-Jul-2021 03:30 PM,techsummary_73874.pdf (508.79 KB),Vijay Kumar Chauhan,Internal,"Lekh Ram Shandil, HDM, Jia Lal, D/Man",Vijay Kumar Chauhan,18-Aug-2021 10:33 AM,finsummary_73874.pdf (426.28 KB),18-Aug-2021,"INR 786,050",90.0,Vijay Kumar Chauhan,18-Aug-2021 10:50 AM,Award.pdf (699.00 KB),Award letter,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,222092.0,BITTU RATHOR,08-Jul-2021 01:09 PM,Accepted-AOC,Being lowest bidder,18-Aug-2021 10:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,222124.0,Harish Chandel,08-Jul-2021 01:54 PM,Rejected-Finance,Higher bid,18-Aug-2021 10:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate signed by E.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,222165.0,INDER SINGH,08-Jul-2021 03:40 PM,Rejected-Technical,Technically non responsive,20-Jul-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,221901.0,Indu Verma,07-Jul-2021 03:42 PM,Rejected-Technical,Technically non responsive,20-Jul-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous prov. Act.1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,221785.0,Rajender Singh,07-Jul-2021 11:27 AM,Rejected-Finance,Higher Bid,18-Aug-2021 10:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,222062.0,Sheshav Thakur,08-Jul-2021 03:41 PM,Rejected-Technical,Technically non responsive,20-Jul-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-7/8 submit the original signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,222069.0,Sunil Hetta,08-Jul-2021 12:03 PM,Rejected-Finance,Higher bid,18-Aug-2021 10:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9.0,221781.0,suresh sharma,07-Jul-2021 03:06 PM,Rejected-Finance,Higher Bid,18-Aug-2021 10:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect(submit original),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
