EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"25,000",No,fixed,,HP AGRO INDUSTRIES CORPORATION Ltd.,Shimla,"5,000",HP AGRO INDUSTRIES CORPORATION Ltd.,Shimla,No,1.0,Fee/PreQual/Technical,.pdf,SCANNED COPY OF PAGE NO. 2 OF RFP (DETAIL OF TENDER) DULY FILLED AND SIGNED,Purchase of Organic Fertilizers by the Department of Horticulture and Agriculture etc. of Himachal Pradesh on Annual Rate Contract basis for the year 2019-2020.,Purchase of Organic Fertilizers by the Department of Horticulture and Agriculture etc. of Himachal Pradesh on Annual Rate Contract basis for the year 2019-2020.,Please refer Tender documents. ,NA ,"50,00,000",Miscellaneous Goods,NA ,Rate Contract,120.0,180.0,SHIMLA,171002.0,NA ,NA ,NA ,SHIMLA,No ,No,1.0,Tender postponed,Date,,M.D. HPAIC SHIMLA,HP AGRO INDUSTRIES CORPORATION Ltd. SHIMLA,26-Oct-2019 04:00 PM,13-Feb-2020 02:00 PM,26-Oct-2019 04:00 PM,11-Feb-2020 05:00 PM,NA ,NA ,26-Oct-2019 04:00 PM,11-Feb-2020 05:00 PM,20-Mar-2020 02:00 PM,1.0,DD - Demand Draft,HP Agro Industries Corporation Ltd,15-88(RC)/2019-2020,2019_HPAIC_32298_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,24-Aug-2021,INR 1,180.0,NIKETAN CHAUHAN,24-Aug-2021 02:32 PM,mergedorganic.pdf (1225.00 KB),AOC,Technical,Bid Opening Summary,MANOJ KUMAR,13-Mar-2020 12:36 PM,technical_46426.pdf,Finance,Bid Opening Summary,MANOJ KUMAR,19-May-2020 11:54 AM,finance_46426.pdf,BOQ Comparative Chart,1,136486,AGRICIDES INDIA,10-Feb-2020 03:23 PM,Rejected-Finance,The firm has quoted all the three items and all item rates are higher side.,08-Mar-2021 03:55 PM,MD,Internal,"AO, CAO, DM, PPO, SPPO, DDA",MANOJ KUMAR,13-Mar-2020 12:50 PM,20-Mar-2020 02:00 PM,techsummary_46426.pdf (368.87 KB),Managing Director,Internal,"DDA (P and M), SPPO, PPO, DM, CAO",MANOJ KUMAR,08-Mar-2021 03:55 PM,finsummary_46426.pdf (140.36 KB),1.0,136229.0,MD Biocoals Pvt. Ltd.,INR,0.0,HP Agro Industries Corporation Ltd,2019_HPAIC_32298_1,15-88(RC)/2019-2020,Purchase of Organic Fertilizers by the Department of Horticulture and Agriculture etc. of Himachal Pradesh on Annual Rate Contract basis for the year 2019-2020.,AOC
,,,,,,,,,,,,.pdf,SCANNED COPIES OF DOCUMENTS AS MENTIONED IN PAGE NO. 4 OF RFP (QUALIFICATION CRITERIA SR.NO. 1 TO 6),,,,,,,,,,,,,,,,,,,2.0,Corrections,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,135908,ARVIND ENTERPRISES,09-Nov-2019 06:13 PM,Rejected-Technical,NOT QUALIFIED,13-Mar-2020 12:50 PM,,,,,,,,,,,,,,2.0,136366.0,Bananchal organic fertilizer,INR,0.0,,,,,AOC
,,,,,,,,,,,,.pdf,SCANNED COPIES OF DOCUMENTS AS MENTIONED IN PAGE NO. 4 OF RFP (QUALIFICATION CRITERIA SR.NO. 7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,136366,Bananchal organic fertilizer,20-Jan-2020 04:40 PM,Accepted-AOC,No demand received form the filed offices for Agriculture Department,24-Aug-2021 02:32 PM,,,,,,,,,,,,,,3.0,137548.0,Sai Bio Organics,INR,0.0,,,,,AOC
,,,,,,,,,,,,.pdf,SCANNED COPIES OF DOCUMENTS AS MENTIONED IN PAGE NO. 4 OF RFP (QUALIFICATION CRITERIA SR.NO. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,136056,gb agro industries,26-Nov-2019 01:53 PM,Rejected-Finance,The firm has quoted only two items and rates are higher side.,08-Mar-2021 03:55 PM,,,,,,,,,,,,,,4.0,146200.0,Terra Agro Biotech Pvt. Ltd,INR,0.0,,,,,AOC
,,,,,,,,,,,,.pdf,SCANNED COPIES OF DOCUMENTS AS MENTIONED IN PAGE NO. 4 OF RFP (QUALIFICATION CRITERIA SR.NO. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,136313,KHICHA PHOSCHEM LTD,15-Nov-2019 05:00 PM,Rejected-Finance,One item quoted and his rates are higher side.,08-Mar-2021 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,SIGNED COPY OF ALL PAGES OF RFP AND ANY OTHER DOCUMENT REQUIRED AS PER TERMS NOT UPLOADED ELSEWHERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,136229,MD Biocoals Pvt. Ltd.,23-Nov-2019 04:12 PM,Accepted-AOC,No demand received form the filed offices for Agriculture Department,24-Aug-2021 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,SCANNED COPY OF ANNEXURE 1 DULY FILLED AND SIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,143748,rohini enterprises,04-Jan-2020 01:55 PM,Rejected-Finance,The firm has quoted all the three items and all item rates are higher side.,08-Mar-2021 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,137548,Sai Bio Organics,25-Nov-2019 06:10 PM,Accepted-AOC,No demand received form the filed offices for Agriculture Department,24-Aug-2021 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,137510,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,26-Nov-2019 10:57 AM,Rejected-Finance,The firm has quoted all the three items and all item rates are higher side.,08-Mar-2021 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,146200,Terra Agro Biotech Pvt. Ltd,04-Feb-2020 11:46 AM,Accepted-AOC,No demand received form the filed offices for Agriculture Department,24-Aug-2021 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
