Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of UTR Number of Payment made against cost of tender form and FDR,"22,400",No,fixed,,Nil,Nil,PWD,PWD.NH.EE.CB.Tender-1548-1648 Dt.14.6.2021,2021_PWD_49054_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executie Engineer,HP PWD NH Division Theog,O.R on Kalka Shimla Wangtoo Road on NH 22 New NH 05 Km 155.0 to 236.0 SH Cutting in earthwork 206.160 to 206.260,O.R on Kalka Shimla Wangtoo Road on NH 22 New NH 05 Km 155.0 to 236.0 SH Cutting in earthwork 206.160 to 206.260,Similar Nature Work ,NA ,"11,18,188",Civil Works - Roads,NA ,Tender,120.0,60.0,NH Theog,171201.0,NA ,NA ,NA ,Excutive Engineer HP PWD NH Theog Divison,No ,No,500.0,Nil,Nil,No,25-Jun-2021 05:00 PM,02-Jul-2021 11:00 AM,25-Jun-2021 05:00 PM,01-Jul-2021 06:00 PM,NA ,NA ,25-Jun-2021 05:00 PM,01-Jul-2021 06:00 PM,02-Jul-2021 03:45 PM,AOC,Er PP Singh,Internal,Bhupinder Singh Goel Miss Purnima Jain DA Jagdish Sharma Supdt Gr II,Shakti Kumar Negi,02-Jul-2021 03:40 PM,02-Jul-2021 03:45 PM,techsummary_73501.pdf (446.67 KB),PWD,2021_PWD_49054_1,PWD.NH.EE.CB.Tender-1548-1648 Dt.14.6.2021,O.R on Kalka Shimla Wangtoo Road on NH 22 New NH 05 Km 155.0 to 236.0 SH Cutting in earthwork 206.160 to 206.260,21-Aug-2021,"INR 1,118,188",60.0,Prithi Pal Singh,21-Aug-2021 12:53 PM,AOC.pdf (1206.00 KB),AOC,Er PP Singh,Internal,BK Goel AE Miss Purnima Jain DA Jagdish Sharma Supdt.,Prithi Pal Singh,21-Aug-2021 12:38 PM,finsummary_73501.pdf (523.79 KB),Finance,Financial,Prithi Pal Singh,02-Jul-2021 04:03 PM,finance_73501.pdf,BOQ Comparative Chart,1.0,220713.0,RAKESH KHACHI,INR,"1,159,555",1.0,220713.0,RAKESH KHACHI,01-Jul-2021 05:16 PM,Accepted-AOC,Responsive,21-Aug-2021 12:53 PM,Technical,Summary,Prithi Pal Singh,02-Jul-2021 02:48 PM,technical_73501.pdf,AOC
,,.pdf,Contractor registration as per clause 4.3 of ITB,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220692.0,VIDYA DUTT GAUTAM,01-Jul-2021 04:17 PM,Rejected-Finance,Non Responsive,21-Aug-2021 12:38 PM,,,,,,AOC
,,.pdf,"Copy of GST Number, EPF Registration and Pan No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form of bid as per Section-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Existing commitments and ongoing works as clause No.1.4(A) of Section-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,General work experience (Work done) as per clause 4.5.3 ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Working programme(Proposed work method and schedule) as per clause 4.1 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Equipment Capability (List of Machinery) as per clause 4.5.5 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial position (liquid Assets/credit facility) as per clause 4.2(i) and 4.3 (G) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking regarding investment a minimum cash upto 25 percent of the value of the work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
