S.No,Category,Sub Category,Sub Category Description,Format/File,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,350.0,EE Sundernagar,Sundernagar,No,12-Jul-2021 06:00 PM,20-Jul-2021 11:30 AM,12-Jul-2021 06:00 PM,20-Jul-2021 10:00 AM,NA ,NA ,12-Jul-2021 06:00 PM,20-Jul-2021 10:00 AM,28-Jul-2021 02:00 PM,Annual Surfacing on Slapper Saroh road (VR),"SH Providing and laying renewal coat with 2Cm thick premix carpet including profile correction layer, V-shape drain in Km 0.00 to 1.00",As per bid document ,NA ,"8,16,931",Civil Works,Tarring ,Tender,75.0,60.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,PWD,PW-SNR-CB-E-Tender/20- 2673-82 dt. 28.6.2021,2021_PWD_49756_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Executive Engineer,O/O Executive Engineer Sunder Nagar Division HPPWD,"17,000",No,fixed,,EE Sundernagar,Sundernagar,1.0,ICICI BANK,AOC,Finance,FBOS,Naresh Raj Chandel,29-Jul-2021 02:40 PM,finance_74446.pdf,BOQ Comparative Chart,1.0,224130.0,Raj Kumar,INR,"1,082,070",1.0,224130.0,Raj Kumar,20-Jul-2021 09:45 AM,Accepted-AOC,Being lowest,31-Aug-2021 01:09 PM,Technical,BOS,Naresh Raj Chandel,26-Jul-2021 05:13 PM,technical_74446.pdf,Er. D.R. Chauhan Executive Engineer,Internal,Er. Hitesh Sharma A.E. Member Sh. Sushil Kumar DAO Member Sh. Amar Singh HDM Member Sh. Rattan Lal Supdt Accounts Member,Naresh Raj Chandel,26-Jul-2021 05:20 PM,28-Jul-2021 02:00 PM,techsummary_74446.pdf (498.49 KB),PWD,2021_PWD_49756_1,PW-SNR-CB-E-Tender/20- 2673-82 dt. 28.6.2021,Annual Surfacing on Slapper Saroh road (VR),31-Aug-2021,"INR 1,082,070",60.0,Naresh Raj Chandel,31-Aug-2021 01:09 PM,AOCSlapperSaroh.pdf (928.00 KB),AOC issued after negotiation.,Er. D.R. Chauhan Executive Engineer,Internal,Er. Hitesh Sharma AE Dehar Sh Sushil Kumar DAO GR-I Sh Amar Singh HDM Sh Rattan Lal Supdt,Naresh Raj Chandel,31-Aug-2021 01:06 PM,finsummary_74446.pdf (927.85 KB),AOC
2.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,223990.0,RAJ KUMAR,19-Jul-2021 02:52 PM,Not Admitted-Fee/PreQual/Technical,Others-Contractor has not submitted the hard copies.,26-Jul-2021 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,224004.0,TEK CHAND CONTRACTOR,20-Jul-2021 09:48 AM,Rejected-AOC,Not found lowest,31-Aug-2021 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,223624.0,VIRENDER KUMAR,17-Jul-2021 04:32 PM,Not Admitted-Fee/PreQual/Technical,Others-Contractor has not submitted the hard copy.,26-Jul-2021 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
