S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,"65,500",No,fixed,,EE Theog,HP PWD Theog,"1,500",EE Theog,HP PWD Theog,No,27-Jun-2020 01:00 PM,08-Jul-2020 11:00 AM,27-Jun-2020 01:00 PM,07-Jul-2020 06:00 PM,NA ,NA ,27-Jun-2020 01:00 PM,07-Jul-2020 06:00 PM,20-Jul-2020 04:40 PM,Executive Engineer,HP PWD Division Theog,PWD,PW.THD.CB.Tender/2020-932-39 Dt 30.5.2020,2020_PWD_38400_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Annual maintenance of Matiana Mohari Guthan Road Km 0.0 to 24.0 SH Prov. And laying Bituminous concrete 30 mm thick i.c repair of pot holes etc. in km. 0/.0 to 4.0,Annual maintenance of Matiana Mohari Guthan Road Km 0.0 to 24.0 SH Prov. And laying Bituminous concrete 30 mm thick i.c repair of pot holes etc. in km. 0/.0 to 4.0,Please refer Tender documents. ,NA ,"38,56,618",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Theog,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (as per Schedule-F),AOC,PWD,2020_PWD_38400_3,PW.THD.CB.Tender/2020-932-39 Dt 30.5.2020,Annual maintenance of Matiana Mohari Guthan Road Km 0.0 to 24.0 SH Prov. And laying Bituminous concrete 30 mm thick i.c repair of pot holes etc. in km. 0/.0 to 4.0,"Er. Vijay Kumar Chauhan, Executive Engineer,",Internal,"Deepak Sharma, Sr. D.A.O. L.R. Shandil, Head D/man ,Satya Pal Sharma, Supdt. Gr-II and Smt. Leela Verma Sr. Asstt.",Vijay Kumar Chauhan,20-Jul-2020 04:07 PM,20-Jul-2020 04:40 PM,techsummary_56751.pdf (401.94 KB),Superintending Engineer 4th Circle,Internal,"Executive Engineer, Theog Division, CHD, 4th Circle",Vijay Kumar Chauhan,27-Aug-2021 11:04 AM,finsummary_56751.pdf (483.78 KB),27-Aug-2021,"INR 3,856,618",60.0,Vijay Kumar Chauhan,27-Aug-2021 11:06 AM,Award.pdf (896.00 KB),Award letter,Finance,Sumary,Vijay Kumar Chauhan,21-Jul-2020 04:42 PM,finance_56751.pdf,BOQ Comparative Chart,1.0,166168.0,Arun Mehta,INR,"5,254,614",1.0,166168.0,Arun Mehta,07-Jul-2020 11:52 AM,Accepted-AOC,Work award being L1,27-Aug-2021 11:06 AM,Technical,Summary,Vijay Kumar Chauhan,17-Jul-2020 05:18 PM,technical_56751.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money deposit (as Schedule-F.),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,166190.0,Tara Chand Mehta,07-Jul-2020 11:48 AM,Rejected-Finance,Being Higher rates,27-Aug-2021 11:04 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand (as per Performa given in General Rule No-19).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery, Tools and plants (as per Schedule-F with reference to clause-18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall provide Asphalt Paver Strictly as per the direction of E-in-C with documentary pro,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
