S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,Construction of link Road from Sarva Kanalpatt Ramerh Bhawarna Bhatti Samlena road Km. 0/000 to 6/150 in District Kangra (HP) (Under NABARD RIDF-XXVI),"Formation cutting, passing places, R/walls, C.D. work, GSB, WBM-II, WBM-III, Tarring work, CC Pavement, side drain and parapets",Please refer Tender documents. ,NA ,"5,10,66,865",Civil Works - Roads,NA ,Tender,75.0,545.0,Bhawarna,176083.0,NA ,NA ,NA ,Bhawarna,No ,No,"SE, 5th Circle HP.PWD Palampur","SE, 5th Circle HP.PWD Palampur","5,000",Nil,Nil,No,"10,22,000",No,fixed,,Nil,Nil,12-Apr-2021 04:30 PM,21-Apr-2021 11:00 AM,12-Apr-2021 04:35 PM,20-Apr-2021 03:00 PM,NA ,NA ,12-Apr-2021 05:00 PM,20-Apr-2021 03:00 PM,25-May-2021 11:00 AM,PWD,Sarva Kanalpatt Ramerh Bhawarna Bhatti Samlena NAB,2021_PWD_46496_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,AOC,PWD,2021_PWD_46496_1,Sarva Kanalpatt Ramerh Bhawarna Bhatti Samlena NAB,Construction of link Road from Sarva Kanalpatt Ramerh Bhawarna Bhatti Samlena road Km. 0/000 to 6/150 in District Kangra (HP) (Under NABARD RIDF-XXVI),Shri I.S. Uttam SE,Internal,Saroj Supdt G-II Raj Kumar CHD Suraj Parkash Sr DAO Manish Sehgal EE M.R.Rana EE(D),Manish Sehgal,21-May-2021 11:39 AM,25-May-2021 11:00 AM,techsummary_69899.pdf (1208.36 KB),"Shri I.S. Uttam SE, 5th Circle",Internal,Saroj Rana Supdt G-II R. K.Chauhan CHD Suraj Parkash Sr DAO Manish Sehgal EE A.K.Kohli (AE(D) for EE(D),Manish Sehgal,13-Aug-2021 03:48 PM,finsummary_69899.pdf (507.76 KB),13-Aug-2021,"INR 43,688,816",545.0,Manish Sehgal,13-Aug-2021 03:50 PM,AOC.pdf (132.00 KB),AOC,Finance,Bid opening summary,Manish Sehgal,13-Aug-2021 03:44 PM,finance_69899.pdf,BOQ Comparative Chart,1.0,208390.0,Kulvinder,INR,"43,688,816",1.0,208390.0,Kulvinder,20-Apr-2021 01:23 PM,Accepted-AOC,Bid Rank-L1,13-Aug-2021 03:50 PM,Technical,Bid opening summary,Manish Sehgal,21-May-2021 11:35 AM,technical_69899.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No-3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,209146.0,MSC Roads and Bridges Private Limited,20-Apr-2021 02:20 PM,Rejected-AOC,Bid Rank-L3,13-Aug-2021 03:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,208773.0,Navneet Thakur,20-Apr-2021 01:20 PM,Rejected-AOC,Bid Rank-L4,13-Aug-2021 03:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,208681.0,Sanjeev,17-Apr-2021 06:59 AM,Rejected-AOC,Bid Rank-L2,13-Aug-2021 03:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1), (1.3.2) (1.3.3)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,209071.0,VP SHARMA,19-Apr-2021 02:32 PM,Rejected-Technical,Non-Responsive,21-May-2021 11:39 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 Cl(4.2,4.4 -A and B)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. GST, PAN, EPF etc.",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Liquidated damage as per section 4 and point No.44.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Declaration regarding Custom/Excise duty exemption for Materials, Equipments duly signed on prescrib",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder would like to provide,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II of the Bid as per Section-6 and 7 a/w item rates offered by the Employer for Routine Mainten,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
