Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
26-Jun-2021 10:00 AM,06-Jul-2021 11:30 AM,26-Jun-2021 10:00 AM,05-Jul-2021 06:00 PM,26-Jun-2021 10:00 AM ,30-Jun-2021 04:00 PM ,26-Jun-2021 10:00 AM,05-Jul-2021 06:00 PM,26-Jul-2021 10:30 AM,PWD,EE Dehra letter No.2025-30 dated 11.06.21,2021_PWD_49026_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Executive Engineer,Dehra Division HPPWD Dehra,1.0,ICICI BANK,"43,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,C/O Link road Sakri to Dargeh via Chatra Km 0/0 to 3/0,"C/O GSB, G-II and Premix carpet with seal coat at RD 2/0 to 2/900 C/O Retaining wall and B/Wall on various RD C/O HP culvert at RD 2/665 C/O U-shape drain at RD 2/120 to 2/525 and FC for bed correction at RD 2/600 to 2/670 2/705 to 2/810",Please refer to tender documents ,NA ,,Civil Works - Roads,C/O Road ,Tender,75.0,90.0,Sakri,176125.0,NA ,NA ,NA ,Dehra,No ,No,AOC,1.0,221027.0,ARUN MANKOTIA,03-Jul-2021 02:47 PM,Accepted-AOC,Work awarded being lowest contractor,15-Aug-2021 02:53 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,25-Jul-2021 01:50 PM,technical_73462.pdf,1.0,221027.0,ARUN MANKOTIA,INR,"2,370,198",Finance,Financial opening summary,Dinesh Kumar Dhiman,15-Aug-2021 01:16 PM,finance_73462.pdf,BOQ Comparative Chart,Er Dinesh Kumar Dhiman EE,Internal,Er Raghubir Singh AE to EE Sh Dalip Jha DAO Sh Rajneesh Kumar Superintendent Smt Sushma Sharma DHD,Dinesh Kumar Dhiman,25-Jul-2021 02:17 PM,26-Jul-2021 10:30 AM,techsummary_73462.pdf (361.66 KB),PWD,2021_PWD_49026_2,EE Dehra letter No.2025-30 dated 11.06.21,C/O Link road Sakri to Dargeh via Chatra Km 0/0 to 3/0,15-Aug-2021,"INR 2,159,202",90.0,Dinesh Kumar Dhiman,15-Aug-2021 02:53 PM,Award-49026-2.pdf (656.00 KB),Work Awarded,Er Dinesh Dhiman EE Dehra,Internal,Er Raghubir Singh Ae to EE Sh Dalip Jha DAO Sh Rajneesh Kumar Superintendent Smt Sushma Sharma DHD,Dinesh Kumar Dhiman,15-Aug-2021 01:19 PM,finsummary_73462.pdf (188.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Copy of valid enlistment in appropriate class,,,,,,,,,,,,,,,,,,,AOC,2.0,220991.0,RAJIV SHARMA GOVT CONTRACT SERVICE,04-Jul-2021 02:20 PM,Rejected-AOC,Rejected being highest bidder,15-Aug-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,AOC,3.0,221044.0,shyam sharma,03-Jul-2021 06:00 PM,Rejected-AOC,Rejected being highest bidder,15-Aug-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the name of bid regarding all the documents/information furnished with the bid are,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
