S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,Constreuction of Thathal Nalla to Rachani road km 0.00 to 4.575,Construction of 2 metre span RCC slab culvert at RD 0.410 and 0.600,Please refer Tender documents. ,NA ,"10,32,677",Civil Works - Roads,NA ,Tender,90.0,NA ,Theog Tehsil Theog,171201.0,NA ,NA ,NA ,Theog Division,No ,No,500.0,EE Theog,Theog,No,Executiive Engineer,"Theog Division, H.P.P.W.D., Theog",PWD,PW.THD/CB-tender/2021-1601-12,2021_PWD_45100_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"21,000",No,fixed,,EE Theog,Theog,05-Mar-2021 11:30 AM,16-Mar-2021 11:30 AM,05-Mar-2021 12:00 PM,15-Mar-2021 06:00 PM,NA ,NA ,05-Mar-2021 12:00 PM,15-Mar-2021 06:00 PM,19-Mar-2021 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form in the shape of DD (As per Schedule-F 6.3),AOC,1.0,203422.0,Suresh Sharma,INR,"1,099,737",Finance,Summary,Vijay Kumar Chauhan,20-Mar-2021 11:47 AM,finance_67750.pdf,BOQ Comparative Chart,1.0,203465.0,Dinesh Kumar,15-Mar-2021 02:38 PM,Rejected-Finance,Being Higher rate,27-Aug-2021 10:41 AM,Technical,bid opening summary,Vijay Kumar Chauhan,18-Mar-2021 01:51 PM,technical_67750.pdf,Vijay Kumar Chauhan,Internal,"Deepak Sharma, Sr. DAO, Lekh Ram Shandil, HDM, Satya Pal, Supdt. Gr-II , Leela Verma, Sr. Asstt.",Vijay Kumar Chauhan,19-Mar-2021 01:45 PM,19-Mar-2021 03:30 PM,techsummary_67750.pdf (501.48 KB),PWD,2021_PWD_45100_1,PW.THD/CB-tender/2021-1601-12,Constreuction of Thathal Nalla to Rachani road km 0.00 to 4.575,27-Aug-2021,"INR 1,032,677",60.0,Vijay Kumar Chauhan,27-Aug-2021 10:45 AM,Award.pdf (591.00 KB),Award Letter,Vijay Kumar Chauhan,Internal,"Head Draughtsman, Draughtsman",Vijay Kumar Chauhan,27-Aug-2021 10:41 AM,finsummary_67750.pdf (414.23 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in the shape of FDR (As Schedule-F 6.5.) duly pledged in favour of E.E. Thoeg Division,AOC,,,,,,,,,,,,2.0,203458.0,GOVERDHAN SINGH,15-Mar-2021 02:06 PM,Rejected-Finance,Being Higher rates,27-Aug-2021 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule-23),AOC,,,,,,,,,,,,3.0,203527.0,M/S JASVIR SEN,15-Mar-2021 03:43 PM,Rejected-Finance,Being Higher rates,27-Aug-2021 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule-21),AOC,,,,,,,,,,,,4.0,203479.0,Pankaj Chauhan,15-Mar-2021 03:14 PM,Rejected-Finance,Being Higher rates,27-Aug-2021 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate (As per Performa given in General Rule No-19) countersigned by EE,AOC,,,,,,,,,,,,5.0,203474.0,PARVIR SAIN,15-Mar-2021 03:13 PM,Rejected-Finance,Being higher rates,27-Aug-2021 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants (as per Schedule-F with reference to clause-18).",AOC,,,,,,,,,,,,6.0,203473.0,Ramesh Kumar,15-Mar-2021 02:51 PM,Rejected-Technical,none responsive due to expiration of registration,19-Mar-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-8 duly signed (refer General Rule No-26.7),AOC,,,,,,,,,,,,7.0,203422.0,Suresh Sharma,15-Mar-2021 03:37 PM,Accepted-AOC,Awarded being L1,27-Aug-2021 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Remaining as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
