Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Annual Maintenance Plan on Dhangota Dakhyora road,"Providing and Laying bituminous concrete 30mm thick in km. 5/0 to 7/0,0/0 to 2/0,0/0 to 2/0,3/0 to 4/600,3/0 to 5/0,0/0 to 1/0 and 0/0 to 1/0 Respectively) DRRP No. HP-03-05 VR0053, VR0110, VR0122, VR0121, VR0071,VR0019 and VR0018 )with paver finishe",NA ,NA ,,Civil Works,NA ,Tender,60.0,30.0,Barsar,174305.0,NA ,NA ,NA ,HPPWD Division Barsar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form.,PWD,Annual Maintenance Plan on Dhangota Dakhyora road,2021_PWD_48008_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,59,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,"5,000",Nil,Nil,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,04-Jun-2021 10:30 AM,16-Jun-2021 11:00 AM,04-Jun-2021 10:30 AM,16-Jun-2021 10:30 AM,NA ,NA ,04-Jun-2021 10:30 AM,16-Jun-2021 10:30 AM,19-Jun-2021 01:00 PM,AOC,Executive Engineer,Internal,"Supdt.Gr.II, Divisional Accounts Officer, HDM",Anil Kumar Sharma,19-Jun-2021 11:58 AM,19-Jun-2021 01:00 PM,techsummary_71947.pdf (842.99 KB),PWD,2021_PWD_48008_1,Annual Maintenance Plan on Dhangota Dakhyora road,Annual Maintenance Plan on Dhangota Dakhyora road,06-Aug-2021,"INR 12,905,563",60.0,Anil Kumar Sharma,06-Aug-2021 02:44 PM,AOCsschaunhan0.6.2021.pdf (963.00 KB),Attached,Executive Engineer,Internal,"Supdt Gr-II,HDM,DAO",Anil Kumar Sharma,06-Aug-2021 02:41 PM,finsummary_71947.pdf (408.93 KB),1.0,215842.0,S.S.Chauhans Construction Private Limted,INR,"12,927,852",Finance,Attached,Anil Kumar Sharma,06-Aug-2021 02:31 PM,finance_71947.pdf,BOQ Comparative Chart,1.0,216742.0,Gian Chand Contactor,15-Jun-2021 05:58 PM,Rejected-AOC,L1L2,06-Aug-2021 02:44 PM,Technical,Attached,Anil Kumar Sharma,19-Jun-2021 11:53 AM,technical_71947.pdf,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,215842.0,S.S.Chauhans Construction Private Limted,15-Jun-2021 05:30 PM,Accepted-AOC,L1L2,06-Aug-2021 02:44 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Bidder should not have more than 2 contracts at a time each of Rs. 100.0Lakhs ormore in ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder/ firm may like to be provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
