Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"1,500",GM,DoA,No,20-Jul-2021 06:00 PM,02-Aug-2021 11:30 AM,20-Jul-2021 06:00 PM,31-Jul-2021 05:00 PM,NA ,NA ,20-Jul-2021 06:00 PM,31-Jul-2021 05:00 PM,02-Aug-2021 06:45 PM,Deputy Director of Agriculture Una,Deputy Director of Agriculture Una Old Hoshiarpur Road Una,"Construction of Seed Grading Center at Dhandri, Tehsil Amb, Distt. Una, H.P.","Construction of Seed Grading Center at Dhandri, Tehsil Amb, Distt. Una, H.P.",Please refer Tender Documents ,NA ,"29,41,993",Civil Works,NA ,Tender,60.0,180.0,"Construction of Seed Grading Center at Dhandri,",174303.0,NA ,NA ,NA ,DDA Office Una,No ,No,"52,000",No,fixed,,Deputy Director of Agriculture Una,Una,1.0,FDR - Fixed Deposit,Director of Agriculture||Ada Dharamshala - DoA||DDA Una - DoA,481.0,2021_DoA_50162_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,226742.0,PUSHPINDER SINGH,INR,"3,449,666",Finance,Financial Evaluation Summry,Amit Kumar,03-Aug-2021 10:34 AM,finance_75009.pdf,BOQ Comparative Chart,1,226746,ANIL KUMAR,30-Jul-2021 08:13 PM,Rejected-Technical,Cost of Tender Form and EMD not Recieved Physically,02-Aug-2021 06:18 PM,Technical,Total number of Bids 10 Out of which 7 Bids are Eligible and Accepted the Remaining 3 Bids are found not Eligible Hence rejected.,Amit Kumar,02-Aug-2021 03:20 PM,technical_75009.pdf,Er. Shyam Singh Thakur D.E.,Internal,Amit Kumar (S.D.S.C.O. Una) Sh.Ravi Dutt Sharma (HDM O/o D.E. Palampur Sh.Malkiat Singh (J.E. SC Amb),Atul Dogra,02-Aug-2021 06:18 PM,02-Aug-2021 06:45 PM,techsummary_75009.pdf (1374.13 KB),Director of Agriculture||Ada Dharamshala - DoA||DDA Una - DoA,2021_DoA_50162_1,481.0,"Construction of Seed Grading Center at Dhandri, Tehsil Amb, Distt. Una, H.P.",21-Aug-2021,"INR 3,449,666",180.0,Atul Dogra,21-Aug-2021 05:07 PM,AoC.pdf (642.00 KB),Lowest Rates,Er. Shyam Singh D.E.,Internal,"Amit Kumar SDSCO Una, Sh. Ravi Dutt Sharma HDM O/o D.E. Palampur, Malkiat Singh J.E. S.C. Amb",Atul Dogra,03-Aug-2021 11:17 AM,finsummary_75009.pdf (1374.13 KB),AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,225572,Dynamic Constructions,31-Jul-2021 04:29 PM,Rejected-Finance,L5,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,iii) Certificate of Registration HPPWD and HP Jal Shakti Vibhag in appropriate class and latest rene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,226278,Harvinder Singh Maan,31-Jul-2021 11:00 AM,Rejected-Finance,L6,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Income tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,226648,Neeraj Katnoria,31-Jul-2021 04:30 PM,Rejected-Finance,L4,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,v) A scanned copy of undertaking that I have carefully studied all the terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,225355,Prafull Bedi,25-Jul-2021 09:57 PM,Rejected-Technical,Enlistment not Valid,02-Aug-2021 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"I have Visited the site of work before quoting the rates,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,226742,PUSHPINDER SINGH,30-Jul-2021 08:02 PM,Accepted-AOC,Lowest,21-Aug-2021 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Certificate regarding successfully completion of work as per NIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,226844,sachin ohri govt contractor,31-Jul-2021 02:25 PM,Rejected-Finance,L3,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,226707,Salochna Devi,31-Jul-2021 12:47 PM,Rejected-Technical,Work Done not as per Requirement,02-Aug-2021 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,225273,VARINDER KUMAR,30-Jul-2021 01:20 PM,Rejected-Finance,L2,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,226851,Varun Puri govt. Contractor,31-Jul-2021 03:52 PM,Rejected-Finance,L7,03-Aug-2021 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
