EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"9,730",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 2326-2406 dt 20-5-2021,2021_HPIPH_47691_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,21-May-2021 05:00 PM,29-May-2021 11:30 AM,21-May-2021 05:00 PM,29-May-2021 11:00 AM,NA ,NA ,21-May-2021 05:00 PM,29-May-2021 11:00 AM,04-Jun-2021 10:50 AM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,R/M of LWSS Jarag in GP Jarag Tehsil Dadahu District Sirmour HP,Improvement of water supply to village Jarag by Providing and fixing of solar pump and Solar Pump controller set with all accessories,Please refer Tender documents. ,NA ,,Pumps/Motors,NA ,Tender,120.0,30.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,AOC,1.0,214174.0,BHAW SINGH KAPOOR CONTRACTOR,28-May-2021 08:56 PM,Rejected-Finance,Reject,13-Aug-2021 06:22 PM,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,04-Jun-2021 10:48 AM,04-Jun-2021 10:50 AM,techsummary_71559.pdf (100.30 KB),13-Aug-2021,"INR 486,400",30.0,Ashish Rana,13-Aug-2021 06:24 PM,AOC.pdf (671.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Mandeep Gupta,04-Jun-2021 10:45 AM,technical_71559.pdf,Finance,Financial Bid Opening Summary,Mandeep Gupta,04-Jun-2021 01:25 PM,finance_71559.pdf,BOQ Comparative Chart,Er Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,13-Aug-2021 06:22 PM,finsummary_71559.pdf (670.92 KB),1.0,214071.0,shiv iron general engineers,INR,"418,000","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_47691_1,NHN-SMR00-722- 2326-2406 dt 20-5-2021,R/M of LWSS Jarag in GP Jarag Tehsil Dadahu District Sirmour HP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,2.0,213739.0,SB Trading company,26-May-2021 12:26 PM,Rejected-Finance,Reject,13-Aug-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HP JSV as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,3.0,214071.0,shiv iron general engineers,29-May-2021 10:20 AM,Accepted-AOC,AOC,13-Aug-2021 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,4.0,214152.0,VERTEX COMPUTERS,28-May-2021 04:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking carefully study all terms and condition as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/subdealership of offered Pumping machinery as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of curve chart alongwith selection of pumps and motors as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
