Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
350.0,Nil,Nil,No,PWD,NO.PW-RGH-Estt-tender-21-1788 dt 03.06.2021,2021_PWD_48104_10,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"12,500",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,04-Jun-2021 09:00 AM,11-Jun-2021 11:00 AM,04-Jun-2021 09:00 AM,10-Jun-2021 05:00 PM,NA ,NA ,04-Jun-2021 09:00 AM,10-Jun-2021 05:00 PM,17-Jun-2021 04:40 PM,"Construction of Rajgarh Yashwant Nagar via Badgalla road km 0/00 to 15/00 (SH Construction of 900 mm dia Hume pipe culvert along with both side wing walls at RD 12/900,13/160,13/380 and 13/590).","Construction of Rajgarh Yashwant Nagar via Badgalla road km 0/00 to 15/00 (SH Construction of 900 mm dia Hume pipe culvert along with both side wing walls at RD 12/900,13/160,13/380 and 13/590).",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,75.0,120.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER Receipt uploaded,AOC,Finance,SUMMARY,Narender verma,14-Jul-2021 11:47 AM,finance_72108.pdf,BOQ Comparative Chart,1.0,215434.0,Mahadev construction,07-Jun-2021 04:15 PM,Rejected-Technical,NOT Fulfill the qualifying the criteria,17-Jun-2021 04:37 PM,Technical,SUMMARY,Narender verma,17-Jun-2021 03:48 PM,technical_72108.pdf,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt",Narender verma,17-Jun-2021 04:37 PM,17-Jun-2021 04:40 PM,techsummary_72108.pdf (1786.46 KB),1.0,215781.0,Sachin Chauhan,INR,"892,891",03-Aug-2021,"INR 614,386",120.0,Narender verma,03-Aug-2021 03:54 PM,AOC.pdf (1397.00 KB),WORK AWARDED TO SH. SACHIN CHAUHAN,PWD,2021_PWD_48104_10,NO.PW-RGH-Estt-tender-21-1788 dt 03.06.2021,"Construction of Rajgarh Yashwant Nagar via Badgalla road km 0/00 to 15/00 (SH Construction of 900 mm dia Hume pipe culvert along with both side wing walls at RD 12/900,13/160,13/380 and 13/590).",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,14-Jul-2021 12:33 PM,finsummary_72108.pdf (1355.09 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY Receipt uploaded,AOC,,,,,,,2.0,215781.0,Sachin Chauhan,10-Jun-2021 12:17 PM,Accepted-AOC,L1,03-Aug-2021 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 24.3,AOC,,,,,,,3.0,215971.0,SACHIN SHARMA,10-Jun-2021 04:36 PM,Rejected-Finance,L2,14-Jul-2021 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 24.4,AOC,,,,,,,4.0,215958.0,VIRENDER SHARMA,10-Jun-2021 04:58 PM,Rejected-Technical,NOT Fulfill the qualifying the criteria,17-Jun-2021 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, General Rule Sr. No 24.8 Form No 8",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.14),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
