Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,000",Nil,Nil,No,"6,99,000",No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,1.0,ICICI BANK,SE,9th Circle HPPWD Nurpur,Construction of Link Road from Galua to Mehwa Panchyat Ghar to Tatan Km. 0/00 to 4/700,"Formation cutting,Passing places, R/walls, Cross Drainage work, P/L GSB, WBM-II, Tarring work, C.C.Pavement, C/o road side drain and Parapets etc. In Km. 0/0 to 4/700) (Under Nabard) RIDF-XXVI",Please refer to tender documents ,NA ,,Civil Works,NA ,Tender,75.0,365.0,Dehra,177101.0,NA ,NA ,NA ,SE 9th Circle HPPWD Nurpur,No ,No,PWD,SE Nurpur letter No. 258-62 dated 23.04.2021,2021_PWD_47621_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,19-May-2021 06:00 PM,02-Jun-2021 11:30 AM,19-May-2021 06:00 PM,01-Jun-2021 06:00 PM,NA ,NA ,19-May-2021 06:00 PM,01-Jun-2021 06:00 PM,30-Jun-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form through e-challan,AOC,1.0,214374.0,ganesh,31-May-2021 07:48 PM,Rejected-Finance,Highest bid amount,15-Jul-2021 05:29 PM,Technical,Five Technical bids opened on 02.06.2021,Dinesh Kumar Dhiman,24-Jun-2021 03:10 PM,technical_71445.pdf,Finance,Financial Bid opening,Dinesh Kumar Dhiman,15-Jul-2021 05:24 PM,finance_71445.pdf,BOQ Comparative Chart,1.0,213982.0,garg,INR,"28,320,519",SE Nurpur,Internal,EE Dehra DAO Dehra EE Design Nurpur,Dinesh Kumar Dhiman,24-Jun-2021 03:21 PM,30-Jun-2021 11:00 AM,techsummary_71445.pdf (7837.21 KB),PWD,2021_PWD_47621_1,SE Nurpur letter No. 258-62 dated 23.04.2021,Construction of Link Road from Galua to Mehwa Panchyat Ghar to Tatan Km. 0/00 to 4/700,10-Aug-2021,"INR 28,324,309",365.0,Dinesh Kumar Dhiman,11-Aug-2021 06:14 PM,Award-Garg.pdf (1105.00 KB),Award of work,SE Nurpur,Internal,EE Dehra EE Design Nurpur DAO Dehra,Dinesh Kumar Dhiman,15-Jul-2021 05:29 PM,finsummary_71445.pdf (206.85 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money through e-challan,AOC,2.0,213982.0,garg,01-Jun-2021 01:51 PM,Accepted-AOC,Work awarded being lowest contractor,11-Aug-2021 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,AOC,3.0,213669.0,PARDEEP KUMAR GOVT. CONTRACTOR,31-May-2021 12:35 PM,Rejected-Finance,Highest bid amount,15-Jul-2021 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration,AOC,4.0,214272.0,Sanjal Sharma,01-Jun-2021 03:12 PM,Rejected-Finance,Highest bid amount,15-Jul-2021 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years,AOC,5.0,213981.0,V.B Const Co.,01-Jun-2021 03:40 PM,Rejected-Finance,Highest bid amount,15-Jul-2021 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Works in hand,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
