EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,34,400",No,fixed,,EE Suni,Suni,"2,500",EE Suni,Suni,No,1.0,Fee/PreQual/Technical,.pdf,Eligibility criteria as per NIT,Executive Engineer,Jal Shakti Shimla Rural Division at Suni,19-May-2021 05:00 PM,01-Jun-2021 11:30 AM,19-May-2021 05:00 PM,01-Jun-2021 11:00 AM,19-May-2021 05:00 PM ,01-Jun-2021 11:00 AM ,19-May-2021 05:00 PM,01-Jun-2021 11:00 AM,19-Jun-2021 12:05 PM,"Providing Household connection in GWSS from Basantpur Kalvi, Gharat Nallah under JS Sub Division Suni Distt. Shimla HP","C-o Protection wall barbed wire fencing pump house delivery tank at Mashadhar RCC Sector storage tank 10000 lts. cap. at node no. 11, Sector storage tanks P-L Rising main and S-E pumping machinery etc under JJM",Please refer Tender documents. ,NA ,"2,01,80,316",Civil Works - Water Works,NA ,Tender,120.0,365.0,Suni,171301.0,NA ,NA ,NA ,Suni,No ,No,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Suni,Irrigation and Public Health,HP",SNN-SML-03-740-Tndr /2021-926-31 dt 19/5/21,2021_HPIPH_47590_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,1.0,214282.0,HARJEET SINGH,31-May-2021 08:25 PM,Rejected-AOC,higher bid,11-Aug-2021 01:19 PM,CE,Internal,SEEEDEESUNIAE,Dinesh Kumar Lohia,19-Jun-2021 11:56 AM,19-Jun-2021 12:05 PM,techsummary_71407.pdf (56.35 KB),11-Aug-2021,"INR 20,180,316",365.0,Dinesh Kumar Lohia,11-Aug-2021 01:19 PM,Award.pdf (739.00 KB),Estimated cost,Technical,Cover-1 opened sucessfully,Dinesh Kumar Lohia,19-Jun-2021 11:54 AM,technical_71407.pdf,Finance,Financial bid opened sucessfully,Dinesh Kumar Lohia,19-Jun-2021 01:02 PM,finance_71407.pdf,BOQ Comparative Chart,CESZ,External,AEDEESUNIEEDJCSEDSE,Dinesh Kumar Lohia,11-Aug-2021 01:15 PM,finsummary_71407.pdf (1189.70 KB),1.0,214363.0,HYDRAULIC ENGINEERING COMPANY,INR,"43,705,981","HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Suni,Irrigation and Public Health,HP",2021_HPIPH_47590_1,SNN-SML-03-740-Tndr /2021-926-31 dt 19/5/21,"Providing Household connection in GWSS from Basantpur Kalvi, Gharat Nallah under JS Sub Division Suni Distt. Shimla HP",AOC
,,,,,,,,,,,,.pdf,Experience of similar work as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,2.0,214368.0,HILL CONSTRUCTION AND ENGINEERING CO. SOLAN,31-May-2021 05:29 PM,Rejected-AOC,higher bid,11-Aug-2021 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Characteristics curves of pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,AOC,3.0,214363.0,HYDRAULIC ENGINEERING COMPANY,31-May-2021 04:44 PM,Accepted-AOC,approved lowest bid,11-Aug-2021 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Earnest money as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Cost of tender form as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Certificate of registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of GSTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Income tax clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
