S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,203276.0,shubham construction,INR,"2,875,363",Finance,Financial bid opening summary,Kulbir Singh Thakur,31-Mar-2021 07:19 PM,finance_68078.pdf,BOQ Comparative Chart,Technical,Technical bid opening summary,Kulbir Singh Thakur,31-Mar-2021 02:43 PM,technical_68078.pdf,1.0,203236.0,naresh vij govt contractor,14-Mar-2021 01:11 PM,Rejected-AOC,L2,05-Aug-2021 12:34 PM,05-Aug-2021,"INR 2,875,363",30.0,Arvind Kumar,05-Aug-2021 12:34 PM,AOC.pdf (364.00 KB),Award of contract,Er Arvind sharma EE B and R Soan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hamender sharma HDM and smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,05-Aug-2021 12:32 PM,finsummary_68078.pdf (111.38 KB),Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Haminder Sharma HDM and smt Rekha Kashyap Supdt Grade II PMGSy,Kulbir Singh Thakur,31-Mar-2021 03:06 PM,31-Mar-2021 03:10 PM,techsummary_68078.pdf (21.78 KB),PWD,2021_PWD_45282_1,AMP for the Year 2021-22 Parwanoo Kasauli Dharampu,AMP for the Year 2021-22 for Parwanoo Kasauli Dharampur Subathu Solan road Km57/320 to Km65/320,AOC,08-Mar-2021 06:00 PM,24-Mar-2021 11:00 AM,08-Mar-2021 06:00 PM,24-Mar-2021 10:30 AM,NA ,NA ,08-Mar-2021 06:00 PM,24-Mar-2021 10:30 AM,31-Mar-2021 03:10 PM,1.0,DD - Demand Draft,"1,500",EE B and R Division HPPWD Solan,EE Solan,No,Executive engineer B and R Division HPPWD Solan,Near New Bus Stand Bye pass road Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F General Rule NO24.1,PWD,AMP for the Year 2021-22 Parwanoo Kasauli Dharampu,2021_PWD_45282_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,AMP for the Year 2021-22 for Parwanoo Kasauli Dharampur Subathu Solan road Km57/320 to Km65/320,SH Providing and laying renwal coat by providing 30mm thick Bitumenous Concrete in Km57/320 to 59/0 along with road marking,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,"45,450",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,AOC
,,,,,,,,,,,,,,,,2.0,205517.0,PIUSH VIJ,23-Mar-2021 05:13 PM,Rejected-AOC,L3,05-Aug-2021 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Contractors registration reffer general rules and directions No 24.3 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,203276.0,shubham construction,14-Mar-2021 04:16 PM,Accepted-AOC,L1,05-Aug-2021 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,GST registration refer general rules and Directions no 24.4 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 24.5 schedule F Note w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with reference to clause 24.6 of SBD affidavit fur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,affidavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 22 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost as pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Fill Form NO 8 of SBD as per Directions and Rules No 24.8 and upload pdf documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
