Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,Job 1 Microsurfacing on link road Una Santokhgarh,2021_PWD_48901_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"1,23,310",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",23-Jun-2021 10:00 AM,02-Jul-2021 11:00 AM,23-Jun-2021 10:30 AM,02-Jul-2021 09:00 AM,NA ,NA ,23-Jun-2021 10:30 AM,02-Jul-2021 09:00 AM,09-Jul-2021 02:00 PM,Job 1 Microsurfacing on link road Una Santokhgarh Mehatpur Road km. 0-0 to 21-0 Sub Head Providing and Laying Microsurfacing type-III in km. 14-0 to 21-0 Under Preventive maintenance,Job 1 Microsurfacing on link road Una Santokhgarh Mehatpur Road km. 0-0 to 21-0 Sub Head Providing and Laying Microsurfacing type-III in km. 14-0 to 21-0 Under Preventive maintenance,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"2,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,1.0,220213.0,M/S R.R.Builders,INR,"5,215,000",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,09-Jul-2021 07:42 PM,finance_73293.pdf,BOQ Comparative Chart,1.0,220736.0,ganesh,01-Jul-2021 06:35 PM,Rejected-AOC,ok,25-Aug-2021 04:18 PM,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,03-Jul-2021 05:56 PM,technical_73293.pdf,"Er. Rahjesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,09-Jul-2021 12:00 PM,09-Jul-2021 02:00 PM,techsummary_73293.pdf (698.49 KB),PWD,2021_PWD_48901_1,Job 1 Microsurfacing on link road Una Santokhgarh,Job 1 Microsurfacing on link road Una Santokhgarh Mehatpur Road km. 0-0 to 21-0 Sub Head Providing and Laying Microsurfacing type-III in km. 14-0 to 21-0 Under Preventive maintenance,24-Aug-2021,"INR 9,080,750",30.0,Rajesh Kumar,25-Aug-2021 04:18 PM,Awardletter.pdf (851.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,09-Jul-2021 07:49 PM,finsummary_73293.pdf (523.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,2.0,220213.0,M/S R.R.Builders,01-Jul-2021 04:28 PM,Accepted-AOC,ok,25-Aug-2021 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),AOC,,,,,,,,,,,,3.0,220594.0,M/s Satish Kumar Sharma,01-Jul-2021 07:09 PM,Rejected-AOC,ok,25-Aug-2021 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,AOC,,,,,,,,,,,,4.0,220780.0,R.D. DUVEDI,01-Jul-2021 09:45 PM,Rejected-AOC,ok,25-Aug-2021 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,AOC,,,,,,,,,,,,5.0,219016.0,S.S.Chauhans Construction Private Limted,01-Jul-2021 09:10 PM,Rejected-AOC,ok,25-Aug-2021 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet as Per General Rules 28.2a and 28.2b,AOC,,,,,,,,,,,,6.0,220732.0,SS CONSTRUCTION COMPANY,01-Jul-2021 09:23 PM,Rejected-AOC,ok,25-Aug-2021 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
