S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Regarding network error,Date,,"C/O link road Arman Mandir to Badi Di Bhon Km.0/0 to 1/0, km. 0/0 to 1/0",SH P/L soling and M/T in km 0/0 to 0/500 Under OTMNP Head,NA ,NA ,,Civil Works,NA ,Tender,120.0,30.0,Barsar,174305.0,NA ,NA ,NA ,HPPWD Division Barsar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,1.0,ICICI BANK,"12,900",No,fixed,,Nil,Nil,PWD,C/O link road Arman Mandir to Badi Di Bhon,2021_PWD_49604_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Jul-2021 10:30 AM,22-Jul-2021 10:30 AM,09-Jul-2021 10:30 AM,22-Jul-2021 10:30 AM,NA ,NA ,09-Jul-2021 10:30 AM,22-Jul-2021 10:30 AM,31-Jul-2021 11:00 AM,Executive Engineer,HPPWD Division Barsar,350.0,Nil,Nil,No,AOC,PWD,2021_PWD_49604_1,C/O link road Arman Mandir to Badi Di Bhon,"C/O link road Arman Mandir to Badi Di Bhon Km.0/0 to 1/0, km. 0/0 to 1/0",Executive Engineer,Internal,"Spdt.Gr-II,DAO,HDM",Anil Kumar Sharma,30-Jul-2021 07:32 PM,31-Jul-2021 11:00 AM,techsummary_74241.pdf (205.27 KB),Executive Engineer,Internal,"Supdt Gr-II,HDM,DAO",Anil Kumar Sharma,05-Aug-2021 03:49 PM,finsummary_74241.pdf (420.52 KB),05-Aug-2021,"INR 914,546",30.0,Anil Kumar Sharma,05-Aug-2021 03:51 PM,AOCBaljeet05.8.21.pdf (529.00 KB),AOCAttached,1.0,223489.0,BALJEET SINGH,20-Jul-2021 09:23 AM,Accepted-AOC,L1L2,05-Aug-2021 03:51 PM,Technical,Attached,Anil Kumar Sharma,30-Jul-2021 05:51 PM,technical_74241.pdf,1.0,223489.0,BALJEET SINGH,INR,"914,544.25",Finance,BOQ Attached,Anil Kumar Sharma,31-Jul-2021 11:54 AM,finance_74241.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,223512.0,sunil kumar,20-Jul-2021 09:04 AM,Rejected-AOC,L1L2,05-Aug-2021 03:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Bidder should not have more than 2 contracts at a time each of Rs. 100.00 Lakhs or more in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
