Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
20-Jul-2021 05:00 PM,29-Jul-2021 11:00 AM,20-Jul-2021 05:00 PM,28-Jul-2021 05:00 PM,NA ,NA ,20-Jul-2021 05:00 PM,28-Jul-2021 05:00 PM,10-Aug-2021 11:00 AM,"9,600",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,PWD,PW.THD/CB-tender/2021-2764-78,2021_PWD_50103_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Theog Division, H.P.P.W.D, Theog",1.0,ICICI BANK,Impr oblack spots on Matiana Baragoan roadd km 0.00 to 25.810,"Providing and fixing W beam metal crash barrier in 2/859 to 2/886,2/977 to 2/989,2/994 to 3/012,3/045 to 3/065,3/9330 to 3/943",As per SBD ,NA ,"53,285",Civil Works - Roads,NA ,Tender,60.0,60.0,"Theog Tehsil Theogg Distt. Shimla,",171201.0,NA ,NA ,NA ,Theog Division,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of On line receipt/UTR No. for EMD and cost of form,AOC,Vijay Kumar Chauhan,Internal,"Deepak Sharma, Sr. DAO, L.R. Shandil, HDM, Satya Pal, Supdt. Gr-II, Leela Verma, Sr. Asstt.",Vijay Kumar Chauhan,10-Aug-2021 09:37 AM,10-Aug-2021 11:00 AM,techsummary_74973.pdf (799.73 KB),PWD,2021_PWD_50103_3,PW.THD/CB-tender/2021-2764-78,Impr oblack spots on Matiana Baragoan roadd km 0.00 to 25.810,19-Aug-2021,"INR 532,850",60.0,Vijay Kumar Chauhan,24-Aug-2021 10:04 AM,Award.pdf (727.00 KB),Award letter,Vijay Kumar Chauhan,Internal,"Lekh Ram Shandil, HDM,, Jia Lal, Draughtsman",Vijay Kumar Chauhan,18-Aug-2021 11:53 AM,finsummary_74973.pdf (385.52 KB),1.0,225653.0,Gian Chand,28-Jul-2021 04:22 PM,Accepted-AOC,Awarded being L1,24-Aug-2021 10:04 AM,Technical,Bid Opening summary,Vijay Kumar Chauhan,30-Jul-2021 10:48 AM,technical_74973.pdf,1.0,225653.0,Gian Chand,INR,"503,984",Finance,Financial summary,Vijay Kumar Chauhan,11-Aug-2021 12:28 PM,finance_74973.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,225990.0,SUDHEER CONSTRUCTION,28-Jul-2021 04:49 PM,Rejected-Finance,Being Higher bid,18-Aug-2021 11:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,225441.0,Suresh Sharma,28-Jul-2021 01:57 PM,Rejected-Finance,Being Higher bid,18-Aug-2021 11:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous prov. Act.1952.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,225622.0,VINOD KUMAR,27-Jul-2021 11:32 AM,Rejected-Finance,Being Higher Bid,18-Aug-2021 11:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-7/8 submit the original signed by the bidder and witnesses,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All other obligatory documents required d as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
