Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
SE,9th Circle HPPWD Nurpur,"C/o Link road from village Sameli Shanidev Mandir (Kallar) to Mehwa Bassa road Thaplu via Bhathari Gujrera, Lachoon Km. 0/0 to 2/457.","Formation cutting,Passing places, R/walls, Cross Drainage work, P/L GSB, WBM-II, Tarring work, C.C.Pavement, C/o road side drain and Parapets etc. In Km. 0/0 to 2/457) .( Under Nabard RIDF-XXVI )",Please refer to tender documents ,NA ,,Civil Works,NA ,Tender,75.0,365.0,Dehra,177101.0,NA ,NA ,NA ,SE 9th Circle HPPWD Nurpur,No ,No,1.0,Corrigendum,Date,,"3,80,000",No,fixed,,Nil,Nil,PWD,SE Nurpur Letter No. 263-67 dated 23.04.2021,2021_PWD_47622_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"5,000",Nil,Nil,No,1.0,ICICI BANK,19-May-2021 06:00 PM,02-Jun-2021 11:30 AM,19-May-2021 06:00 PM,01-Jun-2021 06:00 PM,NA ,NA ,19-May-2021 06:00 PM,01-Jun-2021 06:00 PM,30-Jun-2021 11:00 AM,AOC,1.0,214257.0,Rajneesh Kumar,INR,"13,873,081",Finance,Financial bid opening,Dinesh Kumar Dhiman,15-Jul-2021 05:39 PM,finance_71448.pdf,BOQ Comparative Chart,1.0,214435.0,Ashok Kumar,01-Jun-2021 05:40 PM,Rejected-Finance,Highest Bid amount,15-Jul-2021 05:43 PM,Technical,06 technical bids opened on 02.06.2021,Dinesh Kumar Dhiman,24-Jun-2021 03:41 PM,technical_71448.pdf,SE Nurpur,Internal,EE Dehra DAO Dehra EE Design Nurpur,Dinesh Kumar Dhiman,24-Jun-2021 03:46 PM,30-Jun-2021 11:00 AM,techsummary_71448.pdf (8427.55 KB),PWD,2021_PWD_47622_1,SE Nurpur Letter No. 263-67 dated 23.04.2021,"C/o Link road from village Sameli Shanidev Mandir (Kallar) to Mehwa Bassa road Thaplu via Bhathari Gujrera, Lachoon Km. 0/0 to 2/457.",11-Aug-2021,"INR 13,873,081",365.0,Dinesh Kumar Dhiman,11-Aug-2021 06:07 PM,Award-Rajneesh.pdf (999.00 KB),Work awarded,SE Nurpur,Internal,EE Dehra EE Design Nurpur DAO Dehra,Dinesh Kumar Dhiman,15-Jul-2021 05:43 PM,finsummary_71448.pdf (200.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,2.0,214024.0,garg,01-Jun-2021 01:57 PM,Rejected-Finance,Highest Bid amount,15-Jul-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,214257.0,Rajneesh Kumar,01-Jun-2021 03:05 PM,Accepted-AOC,Work Awarded being lowest contractort,11-Aug-2021 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Works in hand,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,214320.0,Rohit,01-Jun-2021 01:36 PM,Rejected-Finance,Highest Bid amount,15-Jul-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,213498.0,Suresh Pal,01-Jun-2021 02:42 PM,Rejected-Finance,Highest Bid amount,15-Jul-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,213979.0,V.B Const Co.,01-Jun-2021 03:33 PM,Rejected-Finance,Highest Bid amount,15-Jul-2021 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of CA for the last five years,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid for Part II in Section 6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information as bidder/firm may likes to provide,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
