S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,29-Apr-2021 09:00 AM,10-May-2021 11:30 AM,29-Apr-2021 09:00 AM,10-May-2021 10:00 AM,NA ,NA ,29-Apr-2021 09:00 AM,10-May-2021 10:00 AM,20-May-2021 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,C/O Type II Qtr 4 Nos and TypeIV Qtr 1 No of Vigilance Department at Police Line Hamirpur at Dosarka,SH C/O R/Wall in Backside and front side of Type III Qtr And Prov And laying Paver Block in courtyard of Type III Qtrs,Please refer Tender documents. ,NA ,,Civil Works - Bridges,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,PWD,C/O Type-II Qtr. 4 Nos. and Type-IV Qtr. 1 No. of,2021_PWD_47010_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"81,600",No,fixed,,Nil,Nil,"2,000",Nil,Nil,No,AOC,Finance,Attached,Vivek Sharma,27-Jul-2021 07:24 AM,finance_70595.pdf,BOQ Comparative Chart,1.0,211063.0,Japan Singh,INR,"2,060,093",1.0,211227.0,Akshay Sharma,05-May-2021 03:01 PM,Rejected-Finance,l4,01-Aug-2021 11:32 AM,Technical,Attached,Vivek Sharma,12-May-2021 05:23 PM,technical_70595.pdf,PWD,2021_PWD_47010_1,C/O Type-II Qtr. 4 Nos. and Type-IV Qtr. 1 No. of,C/O Type II Qtr 4 Nos and TypeIV Qtr 1 No of Vigilance Department at Police Line Hamirpur at Dosarka,EE Hamirpur,Internal,SupdtHDMSupdtAB,Dev Raj,20-May-2021 03:16 PM,20-May-2021 04:00 PM,techsummary_70595.pdf (1761.09 KB),EE Hamirpur,Internal,SupdtHDMSupdtABAEtoEE,Vivek Sharma,01-Aug-2021 11:32 AM,finsummary_70595.pdf (691.82 KB),20-Aug-2021,"INR 2,060,093",30.0,Vivek Sharma,20-Aug-2021 06:45 AM,AwardPoliceLine.pdf (848.00 KB),Award,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-16 SIMILAR WORK DONE 40 PERSENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,211423.0,ankush kapil,06-May-2021 02:58 PM,Rejected-Finance,l2,01-Aug-2021 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,211063.0,Japan Singh,08-May-2021 03:43 PM,Accepted-AOC,l1,20-Aug-2021 06:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,211652.0,sonam soni,09-May-2021 10:23 AM,Rejected-Finance,l3,01-Aug-2021 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
