Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
24-Aug-2021,"INR 924,877",60.0,Rajesh Kumar,25-Aug-2021 04:07 PM,Awardletter.pdf (896.00 KB),Awardletter,"Er. Rajesh Kumar, E.E",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,17-Aug-2021 06:12 PM,finsummary_74831.pdf (583.49 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,12-Aug-2021 01:26 PM,13-Aug-2021 10:00 AM,techsummary_74831.pdf (1381.25 KB),PWD,2021_PWD_50019_1,Job 6 Repair of Govt. Sr. Sec. School Una Girls Di,"Job 6 Repair of Govt. Sr. Sec. School Una Girls Distt. Una H.P Sub Head P.L Floor tiles, Painting and other repair work therein Deposit Work",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,17-Aug-2021 04:13 PM,finance_74831.pdf,BOQ Comparative Chart,1.0,225577.0,Ashwani Kumar,INR,"947,285",Technical,TechnicalBidOpeningSummary,Rajesh Kumar,30-Jul-2021 08:13 PM,technical_74831.pdf,1.0,225869.0,Ajay Kumar Govt Contractor,28-Jul-2021 08:46 AM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,PWD,Job 6 Repair of Govt. Sr. Sec. School Una Girls Di,2021_PWD_50019_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"18,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,21-Jul-2021 10:00 AM,28-Jul-2021 11:00 AM,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,NA ,NA ,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,13-Aug-2021 10:00 AM,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Job 6 Repair of Govt. Sr. Sec. School Una Girls Distt. Una H.P Sub Head P.L Floor tiles, Painting and other repair work therein Deposit Work","Job 6 Repair of Govt. Sr. Sec. School Una Girls Distt. Una H.P Sub Head P.L Floor tiles, Painting and other repair work therein Deposit Work",Please refer to Bidding Documents ,NA ,"9,24,877",Civil Works - Buildings,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,225577.0,Ashwani Kumar,28-Jul-2021 01:05 AM,Accepted-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,225761.0,Bhisham Kumar,27-Jul-2021 06:13 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,225823.0,MAHESH ANGRA,28-Jul-2021 08:46 AM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,225473.0,MOHIT BEDI,27-Jul-2021 12:42 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,225798.0,Ramneek Puri,27-Jul-2021 06:16 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,225767.0,Ram Sahore Govt Contractor,27-Jul-2021 06:52 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,225834.0,unique engg. solutions,27-Jul-2021 08:16 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,225855.0,varun kumar,27-Jul-2021 10:26 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,225839.0,Varun Mehan,27-Jul-2021 08:58 PM,Rejected-AOC,ok,25-Aug-2021 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,AOC
