Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,PWD- Civil-3235-64-Tanda,2021_PWD_49400_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/O 120 Nos Type-III Qtrs for Nurses staff in Dr R.P.G.M. College at Tanda in Distt Kangra (HP) (Deposit work),"Formation cutting, construction of 2.00 mtrs span RCC slab culvert construction of breast wall alongwith pusta and construction of drain etc",Please refer Tender documents. ,NA ,"27,55,096",Civil Works,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,03-Jul-2021 05:00 PM,21-Jul-2021 11:30 AM,03-Jul-2021 05:00 PM,20-Jul-2021 06:00 PM,NA ,NA ,03-Jul-2021 05:00 PM,20-Jul-2021 06:00 PM,27-Jul-2021 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender Form,1.0,ICICI BANK,Executive Engineer,Executive Engineer HP PWD Division Tanda,"1,500",Nil,Nil,No,"48,850",No,fixed,,Nil,Nil,1.0,Due Date Extended,Admin Corrigendum Date Extend,,AOC,Dr Suresh Kumar Walia,Internal,Er Surinder AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,26-Jul-2021 04:00 PM,27-Jul-2021 02:00 PM,techsummary_73988.pdf (714.11 KB),PWD,2021_PWD_49400_1,PWD- Civil-3235-64-Tanda,C/O 120 Nos Type-III Qtrs for Nurses staff in Dr R.P.G.M. College at Tanda in Distt Kangra (HP) (Deposit work),07-Aug-2021,"INR 1,584,677",90.0,Suresh Kumar Walia,09-Aug-2021 12:19 PM,Award.pdf (473.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Vinay AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,29-Jul-2021 01:21 PM,finsummary_73988.pdf (196.77 KB),Finance,Sum,Suresh Kumar Walia,28-Jul-2021 12:24 PM,finance_73988.pdf,BOQ Comparative Chart,1.0,223334.0,Anuj KAHLOH,INR,"1,584,677",1.0,223447.0,Abhinav Thakur,19-Jul-2021 03:45 PM,Rejected-Finance,Lowest 6,29-Jul-2021 01:21 PM,Technical,Sum,Ankit Kumar,26-Jul-2021 03:56 PM,technical_73988.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,223334.0,Anuj KAHLOH,15-Jul-2021 10:17 AM,Accepted-AOC,Award,09-Aug-2021 12:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,223718.0,atul thakur,20-Jul-2021 12:14 PM,Rejected-Finance,Lowest 4,29-Jul-2021 01:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,222312.0,Bhag Singh,12-Jul-2021 03:18 PM,Rejected-Finance,Lowest 7,29-Jul-2021 01:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,223866.0,DILWAG SINGH GOVT. COT.,20-Jul-2021 10:45 AM,Rejected-Finance,Lowest 2,29-Jul-2021 01:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,222298.0,Dynamic Constructions,15-Jul-2021 09:32 AM,Rejected-Technical,Not Fulfill criteria,26-Jul-2021 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,223404.0,Shubham Kashyap,15-Jul-2021 04:11 PM,Rejected-Technical,Not fulfill criteria,26-Jul-2021 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,223803.0,sunny verma,20-Jul-2021 09:00 AM,Rejected-Finance,Lowest 5,29-Jul-2021 01:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,222599.0,tek chand,15-Jul-2021 06:35 PM,Rejected-Finance,Lowest 3,29-Jul-2021 01:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
