Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,22-Apr-2021 09:00 AM,27-Apr-2021 11:00 AM,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,NA ,NA ,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,11-May-2021 10:00 AM,"1,500","Executive Engineer, Una Division, HPPWD, Una",Una,No,"Job 1 Construction of Toilet Block at Govt. Sen. Sec. School Una Girls, District Una HP Sub Head C.O Building portion","Job 1 Construction of Toilet Block at Govt. Sen. Sec. School Una Girls, District Una HP Sub Head C.O Building portion",Please refer to Bidding Documents ,NA ,,Civil Works - Buildings,NA ,Tender,75.0,182.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 1 Construction of Toilet Block at Govt. Sen. S,2021_PWD_46649_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","52,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC,PWD,2021_PWD_46649_1,Job 1 Construction of Toilet Block at Govt. Sen. S,"Job 1 Construction of Toilet Block at Govt. Sen. Sec. School Una Girls, District Una HP Sub Head C.O Building portion","Er. Rajesh Kumar, E.E.",Internal,"Er. Sunil Kumar. AE Jagdeep Singh Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-May-2021 07:31 PM,11-May-2021 10:00 AM,techsummary_70103.pdf (708.92 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant Ravi Kumar Jr. Draughtsman",Arvind Chaudhary,12-May-2021 01:53 PM,finsummary_70103.pdf (405.24 KB),19-Jun-2021,"INR 2,967,693",182.0,Arvind Chaudhary,20-Jun-2021 05:25 PM,Awardletter.pdf (1583.00 KB),Awardletter,1.0,210051.0,Harpal Singh,26-Apr-2021 09:24 PM,Accepted-AOC,ok,20-Jun-2021 05:25 PM,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,28-Apr-2021 03:55 PM,technical_70103.pdf,1.0,210051.0,Harpal Singh,INR,"3,885,648",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,12-May-2021 12:20 PM,finance_70103.pdf,BOQ Comparative Chart,AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210107.0,Karnail Singh,26-Apr-2021 11:45 PM,Rejected-AOC,ok,20-Jun-2021 05:25 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210032.0,sachin ohri govt contractor,26-Apr-2021 05:20 PM,Rejected-Technical,As per technical Bid Evaluation,10-May-2021 07:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210093.0,Vikas puri,26-Apr-2021 10:30 PM,Rejected-Technical,As per technical Bid Evaluation,10-May-2021 07:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
