Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
EE Dhami,Shimla Rural Division HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender,"32,700",No,fixed,,Nil,Nil,01-May-2021 03:30 PM,11-May-2021 11:00 AM,01-May-2021 03:30 PM,10-May-2021 06:00 PM,NA ,NA ,01-May-2021 03:30 PM,10-May-2021 06:00 PM,28-May-2021 01:00 PM,1.0,ICICI BANK,500.0,Nil,Nil,No,PWD,PW-SRDD-CB-CTR-2020-21-415 dated 09-04-2021,2021_PWD_47078_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Annual Surfacing on Shakoh to Mahavir Mandir road Km. 0/00 to 1/250,SH-Providing and laying 30 mm thick Bituminous Concrete in between km. 0/00 to 1/250 under Road approved AMP for the FY- 2021-22,as per tender document ,NA ,"16,34,155",Civil Works - Roads,NA ,Tender,120.0,30.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,AOC,Er Maan Singh,Internal,"Sh Prem Raj Meen DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,28-May-2021 12:43 PM,28-May-2021 01:00 PM,techsummary_70724.pdf (288.99 KB),PWD,2021_PWD_47078_1,PW-SRDD-CB-CTR-2020-21-415 dated 09-04-2021,Annual Surfacing on Shakoh to Mahavir Mandir road Km. 0/00 to 1/250,11-Jun-2021,"INR 1,634,155",30.0,Naveen Singh Kaundal,11-Jun-2021 06:08 PM,SakohMahavirAMP-AOC.pdf (1007.00 KB),AOC,Er Maan Singh,Internal,"Sh Prem Raj Meen DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,11-Jun-2021 05:32 PM,finsummary_70724.pdf (1700.21 KB),1.0,211629.0,Atul Sharma,INR,"1,681,825",Finance,Bid opening summary,Naveen Singh Kaundal,11-Jun-2021 05:29 PM,finance_70724.pdf,BOQ Comparative Chart,1.0,211863.0,Ashok Thapa,10-May-2021 02:06 PM,Rejected-Finance,L2 Bidder,11-Jun-2021 05:32 PM,Technical,Bid opening summary,Naveen Singh Kaundal,28-May-2021 12:42 PM,technical_70724.pdf,AOC
,,,,.pdf,The Earnest Money,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,211629.0,Atul Sharma,08-May-2021 06:35 PM,Accepted-AOC,L1 Bidder,11-Jun-2021 06:08 PM,,,,,,AOC
,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
