S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1,210450,bobby dadri,03-May-2021 01:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,Dr Gurdarshan Gupta CMO,Internal,,Gurdarshan Gupta,18-May-2021 04:56 PM,19-May-2021 11:00 AM,techsummary_69817.pdf (1440.49 KB),Technical,As per proceeding of the meeting of the e-Tender opening cum evaluvation committee held on 04.05.2021 (copy attached),Gurdarshan Gupta,11-May-2021 03:24 PM,technical_69817.pdf,Finance,As per Proceeding of meeting (Financial Bid) of E-tender cum evaluvation commettiee held on dated 19.05.2021 and Proceeding of meeting for negotiation of rates offered by L-1 firm held on 15.06.2021,Gurdarshan Gupta,19-Jun-2021 04:10 PM,finance_69817.pdf,BOQ Comparative Chart,Department of Health and Family Welfare||Directorate of Health and Family Welfare||CMO KANGRA,2021_DFHW_46436_1,HFW-KGR/C/Sanitation/20-21/-76,Sanitation Services at CH Thural,Dr Gurdarshan Gupta CMO,Internal,,Gurdarshan Gupta,19-Jun-2021 04:30 PM,finsummary_69817.pdf (1440.49 KB),1.0,210618.0,Maharishi Enterprises,INR,"89,417.7",01-Jul-2021,"INR 804,759.3",274.0,Gurdarshan Gupta,19-Jun-2021 04:51 PM,AwardLetterSanitationThural.pdf (877.00 KB),The Firm has quoted lowest rate as per BOQ and after negotation the rate has been finalised Rs. 89417.70 per month,AOC,09-Apr-2021 05:00 PM,04-May-2021 11:00 AM,10-Apr-2021 10:00 AM,03-May-2021 05:00 PM,10-Apr-2021 11:00 AM ,17-Apr-2021 05:00 PM ,23-Apr-2021 01:00 PM,03-May-2021 05:00 PM,19-May-2021 11:00 AM,Department of Health and Family Welfare||Directorate of Health and Family Welfare||CMO KANGRA,HFW-KGR/C/Sanitation/20-21/-76,2021_DFHW_46436_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Both(Online/Offline),No,No,No,"Chief Medical Officer, Kangra at Dharamshala","Office of the Chief Medical Officer, Kangra at Dharamshala",500.0,"Chief Medical Officer, Kangra at Dharamshala",Dharamshala,No,1.0,ICICI BANK,"50,000",No,fixed,,"Chief Medical Officer, Kangra at Dharamshala",Dharamshala,1.0,Fee/PreQual/Technical,.pdf,Prequalification documents required as per Tender Documents,Sanitation Services at CH Thural,Sanitation Services at CH Thural,Please refer Tender Documents ,NA ,,Housekeeping/ Cleaning,NA ,Tender,180.0,365.0,Civil Hospital Thural,176107.0,Office of the CMO Kangra at Dharamshala ,Office of the CMO Kangra at Dharamshala ,23-Apr-2021 11:00 AM ,Office of the CMO Kangra at Dharamshala,No ,No,1.0,Addendum wrt Sanitation Services,Other,,AOC
2,210694,Byas infrabuild Pvt Ltd,01-May-2021 12:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Tender Fees and Earnest Money and other documents required as per Tender Notice,,,,,,,,,,,,,,,,,,,,,,,AOC
3,210841,Global Sanitation Services,03-May-2021 02:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,AOC
4,210838,J K ENTERPRISES,03-May-2021 04:30 PM,Rejected-AOC,Rejected being L4 and Rs. as per BOQ is 191687.70 per month (inadvertently accepted in Financial Evaluvation Bid List),19-Jun-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Break up (Annexure-10),,,,,,,,,,,,,,,,,,,,,,,AOC
5,210618,Maharishi Enterprises,03-May-2021 03:29 PM,Accepted-AOC,Accepted being L1,19-Jun-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,210717,M/S BALDEV KUMAR,03-May-2021 04:13 PM,Rejected-AOC,Rejected being L2 and Rs. as per BOQ is 156501.44 per month (inadvertently accepted and mentioned L3 in Financial Evaluvation Bid List),19-Jun-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,210732,New India Jan Seva Sansthan,02-May-2021 09:23 PM,Rejected-AOC,Rejected being L3 and Rs. as per BOQ is 179067.70 per month (inadvertently accepted and mentioned L2 in Financial Evaluvation Bid List),19-Jun-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,210839,SANJEEV KUMAR,03-May-2021 03:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,210616,S M Manpower Services Pvt. Ltd.,03-May-2021 02:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,210836,Trigarta Integrated Services Pvt. Ltd.,03-May-2021 03:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-May-2021 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
