Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Arvind Choudhary AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,12-Oct-2020 06:02 PM,finsummary_60633.pdf (495.52 KB),31-May-2021,"INR 1,484,178",90.0,Arvind Chaudhary,03-Jun-2021 07:36 PM,Awardletter.pdf (980.00 KB),Awardletter,PWD,2020_PWD_41103_1,Job 5 Construction of link road Bangarh Panchayat,"Job 5 Construction of link road Bangarh Panchayat to village Fatehwal Lawana Basti Mehatpur Handola road to Mehatpur Panchayat ward no.4 km. 0-00 to 0-460. under Una Constituency Sub Head P.L GSB, WMM and premix carpet with seal coat, C-O Retaining w",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Arvind Choudhary AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,07-Oct-2020 02:57 PM,09-Oct-2020 10:00 AM,techsummary_60633.pdf (386.83 KB),Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,03-Oct-2020 01:32 PM,technical_60633.pdf,1.0,180633.0,Arun Kumar,30-Sep-2020 01:18 PM,Accepted-AOC,ok,03-Jun-2021 07:36 PM,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,12-Oct-2020 05:18 PM,finance_60633.pdf,BOQ Comparative Chart,1.0,180633.0,Arun Kumar,INR,"1,431,650",AOC,"29,700",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,"Job 5 Construction of link road Bangarh Panchayat to village Fatehwal Lawana Basti Mehatpur Handola road to Mehatpur Panchayat ward no.4 km. 0-00 to 0-460. under Una Constituency Sub Head P.L GSB, WMM and premix carpet with seal coat, C-O Retaining w","Job 5 Construction of link road Bangarh Panchayat to village Fatehwal Lawana Basti Mehatpur Handola road to Mehatpur Panchayat ward no.4 km. 0-00 to 0-460. under Una Constituency Sub Head P.L GSB, WMM and premix carpet with seal coat, C-O Retaining w",Please refer to Bidding Documents ,NA ,"14,84,178",Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",25-Sep-2020 03:00 PM,01-Oct-2020 11:00 AM,25-Sep-2020 03:30 PM,01-Oct-2020 09:00 AM,NA ,NA ,25-Sep-2020 03:30 PM,01-Oct-2020 09:00 AM,09-Oct-2020 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,Job 5 Construction of link road Bangarh Panchayat,2020_PWD_41103_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,AOC
